date	values
2017-05-25	14.9303082254276
2017-05-26	18.1180668356158
2017-05-27	17.1884171107958
2017-05-28	12.1758370789811
2017-05-29	23.1692026453403
2017-05-30	18.4820621666896
2017-05-31	12.2973430497274
2017-06-01	22.7359288023878
2017-06-02	24.8865996651219
2017-06-03	23.5837659892054
2017-06-04	15.3863516128598
2017-06-05	19.0202209505747
2017-06-06	21.3470599791677
2017-06-07	23.0195921808561
2017-06-08	20.7663190941134
2017-06-09	19.9651356706182
2017-06-10	20.4207416047688
2017-06-11	28.3545212056263
2017-06-12	11.0064974717891
2017-06-13	23.5731580176637
2017-06-14	18.1804263947296
2017-06-15	25.9522933905671
2017-06-16	20.5383411899732
2017-06-17	19.0359621206686
2017-06-18	27.036915313903
2017-06-19	9.56810445634187
2017-06-20	22.4455723995686
2017-06-21	22.0060110834913
2017-06-22	8.3257072527016
2017-06-23	22.7917927980962
2017-06-24	19.3338572975513
2017-06-25	25.7037125179292
2017-06-26	18.8238730701941
2017-06-27	23.5411585698362
2017-06-28	20.3896635242205
2017-06-29	23.0320499693828
2017-06-30	20.9950232620615
2017-07-01	16.8348255126636
2017-07-02	9.61017889501495
2017-07-03	20.5724153250646
2017-07-04	37.6842174194323
2017-07-05	16.9205447685169
2017-07-06	29.6894806582567
2017-07-07	17.1463923174521
2017-07-08	17.9516065012296
2017-07-09	14.3696989726919
2017-07-10	22.294749149926
2017-07-11	16.9578517292446
2017-07-12	16.3069775708778
2017-07-13	17.1651011778165
2017-07-14	19.8351855857071
2017-07-15	29.107696622958
2017-07-16	17.3236786774613
2017-07-17	23.2528906026524
2017-07-18	22.9873828653179
2017-07-19	21.5643766436558
2017-07-20	18.0753956047489
2017-07-21	17.2095734024994
2017-07-22	23.8375556159117
2017-07-23	15.1498639007471
2017-07-24	18.2512686459887
2017-07-25	16.7513496426027
2017-07-26	17.3531868670742
2017-07-27	18.6209931940217
2017-07-28	20.404494718963
2017-07-29	23.1620228555385
2017-07-30	12.0807754107996
2017-07-31	26.1929842013621
2017-08-01	14.4019445909207
2017-08-02	26.665351790966
2017-08-03	14.8530623896821
2017-08-04	21.2106550999456
2017-08-05	21.8811828269704
2017-08-06	11.307412527769
2017-08-07	20.1984350468948
2017-08-08	22.0081131637508
2017-08-09	26.8286483507651
2017-08-10	23.8449560323008
2017-08-11	18.267936329356
2017-08-12	8.808266829687
2017-08-13	27.1267521201526
2017-08-14	17.3935756551417
2017-08-15	16.522794278492
2017-08-16	22.0609734840054
2017-08-17	36.4755226732321
2017-08-18	16.324308365407
2017-08-19	16.7813466229703
2017-08-20	20.937141652372
2017-08-21	14.0900902727785
2017-08-22	20.4297882189112
2017-08-23	15.5850569666093
2017-08-24	15.2327010415003
2017-08-25	19.7591946372805
2017-08-26	20.2358614677706
2017-08-27	22.1628103864815
2017-08-28	26.0884930596619
2017-08-29	14.5576710873853
2017-08-30	12.6345536227841
2017-08-31	22.4356771990177
2017-09-01	25.069253261792
2017-09-02	20.394646245026
2017-09-03	17.1903464872248
2017-09-04	15.5131555661009
2017-09-05	32.323614871176
2017-09-06	24.8288346171089
2017-09-07	18.8163421439867
2017-09-08	24.179648500587
2017-09-09	23.0519944786308
2017-09-10	19.2803415299004
2017-09-11	33.8094367560324
2017-09-12	22.44911864303
2017-09-13	17.2493225548541
2017-09-14	10.5508800531967
2017-09-15	16.7236588446943
2017-09-16	15.4284032309986
2017-09-17	16.3819432151195
2017-09-18	29.4671879997743
2017-09-19	25.1468855469239
2017-09-20	16.1796944481693
2017-09-21	18.8571299768792
2017-09-22	13.0048668508274
2017-09-23	23.383921326816
2017-09-24	25.6317284180078
2017-09-25	16.3484983994121
2017-09-26	10.8282954126824
2017-09-27	17.6746179543584
2017-09-28	20.3386354820007
2017-09-29	26.5898878872607
2017-09-30	24.7106648030103
2017-10-01	18.3210670226925
2017-10-02	17.6256540278316
2017-10-03	14.079063992677
2017-10-04	36.056559648643
2017-10-05	24.261137446219
2017-10-06	10.438301275327
2017-10-07	24.8846136948167
2017-10-08	21.2207446500234
2017-10-09	21.0068825549444
2017-10-10	31.2118102586399
2017-10-11	24.4451482954844
2017-10-12	28.5397367865339
2017-10-13	27.0060931595951
2017-10-14	26.4919773329006
2017-10-15	18.7605463003333
2017-10-16	19.2190941568435
2017-10-17	23.2934006316103
2017-10-18	29.0245488091667
2017-10-19	22.2002057427367
2017-10-20	8.2842990077877
2017-10-21	18.2989532716112
2017-10-22	16.5961398337584
2017-10-23	25.4099222372612
2017-10-24	13.9886918733639
2017-10-25	24.834300581508
2017-10-26	15.1064250444602
2017-10-27	22.512756914356
2017-10-28	19.0220828074891
2017-10-29	16.1400140195342
2017-10-30	21.4547847772265
2017-10-31	21.6416895594056
2017-11-01	18.2629293128742
2017-11-02	23.7597680919253
2017-11-03	13.4688668268655
2017-11-04	18.9715337827471
2017-11-05	15.7223961495121
2017-11-06	16.8674683570741
2017-11-07	31.0877513375666
2017-11-08	19.73700285397
2017-11-09	16.2487292377441
2017-11-10	23.8840306640254
2017-11-11	18.1118217292163
2017-11-12	8.23714546792043
2017-11-13	14.1844563873049
2017-11-14	15.6723097036471
2017-11-15	14.0962983906639
2017-11-16	26.6757463651839
2017-11-17	24.147476810925
2017-11-18	19.8146670608086
2017-11-19	19.7308160970281
2017-11-20	16.6300333768642
2017-11-21	13.302385185908
2017-11-22	11.355822516961
2017-11-23	14.8816092336118
2017-11-24	21.6883273197784
2017-11-25	27.2432740452352
2017-11-26	24.7120611204058
2017-11-27	21.2691711762107
2017-11-28	9.34412011673721
2017-11-29	19.1617133858014
2017-11-30	14.1564551535219
2017-12-01	14.848875739955
2017-12-02	7.73835130740914
2017-12-03	33.0515326775706
2017-12-04	22.5965422199549
2017-12-05	22.6271256926336
2017-12-06	20.6712418875013
2017-12-07	17.5918219592901
2017-12-08	18.3571459228768
2017-12-09	22.3326891147302
2017-12-10	27.1208448134814
2017-12-11	12.1909762033009
2017-12-12	22.588843563973
2017-12-13	16.0749293879838
2017-12-14	24.5053945727333
2017-12-15	17.4037705667359
2017-12-16	23.6136531775794
2017-12-17	20.7852067886367
2017-12-18	18.156707752907
2017-12-19	27.7136328051218
2017-12-20	25.6575135329823
2017-12-21	22.6430838135057
2017-12-22	33.7250201201164
2017-12-23	15.2753475178775
2017-12-24	20.5150309284498
2017-12-25	8.23127478440849
2017-12-26	26.8934561719505
2017-12-27	24.7451891501866
2017-12-28	19.3208310994719
2017-12-29	17.4513160478061
2017-12-30	13.1105292974765
2017-12-31	29.9094419122789
2018-01-01	20.9613357095719
2018-01-02	9.45114676962428
2018-01-03	26.1463031196505
2018-01-04	12.2573240343867
2018-01-05	31.3655774115478
2018-01-06	14.3208920624852
2018-01-07	3.19445612278835
2018-01-08	19.4705524929592
2018-01-09	12.3682344249031
2018-01-10	28.3765841487656
2018-01-11	20.2467857317981
2018-01-12	17.9315043413691
2018-01-13	24.7337843586272
2018-01-14	17.7446511842149
2018-01-15	16.2842068771098
2018-01-16	20.8118336786317
2018-01-17	25.5112876700189
2018-01-18	27.6889415916631
2018-01-19	26.0056596184862
2018-01-20	29.7841523651202
2018-01-21	10.6987700653228
2018-01-22	19.5901589078864
2018-01-23	12.2880684342596
2018-01-24	4.4962117690851
2018-01-25	0.504234479235738
2018-01-26	22.5616398772992
2018-01-27	20.8184315386835
2018-01-28	21.2124876712343
2018-01-29	18.2114505977337
2018-01-30	22.0351444765569
2018-01-31	14.5585619913709
2018-02-01	6.66698149410197
2018-02-02	20.7622580734326
2018-02-03	23.1780323284151
2018-02-04	27.7491652755447
2018-02-05	27.4862223817485
2018-02-06	16.555713169229
2018-02-07	15.5955662634144
2018-02-08	27.2536975800342
2018-02-09	19.8236031796358
2018-02-10	27.9962053292274
2018-02-11	24.1467615154969
2018-02-12	17.4428309067303
2018-02-13	23.7414616736934
2018-02-14	14.6583706058201
2018-02-15	22.1122641771928
2018-02-16	13.3458131318055
2018-02-17	29.9437054319052
2018-02-18	20.8330548403492
2018-02-19	22.2489236686491
2018-02-20	20.3687108068742
2018-02-21	20.8693191145959
2018-02-22	15.0625511827669
2018-02-23	27.7133891440735
2018-02-24	20.692566881951
2018-02-25	25.1042925157935
2018-02-26	19.3900257302473
2018-02-27	19.5135884230056
2018-02-28	14.4576716832517
2018-03-01	22.0191967426366
2018-03-02	20.9667146689326
2018-03-03	24.449561130211
2018-03-04	14.244166871572
2018-03-05	25.8025953584538
2018-03-06	9.36771257011003
2018-03-07	9.72719554983039
2018-03-08	16.8646133184238
2018-03-09	8.85751420946425
2018-03-10	20.8812787480722
2018-03-11	19.7469095424617
2018-03-12	18.3798371760057
2018-03-13	20.2677449950197
2018-03-14	25.678038088192
2018-03-15	22.0182580474514
2018-03-16	26.9644178804157
2018-03-17	10.836106315111
2018-03-18	26.558868946616
2018-03-19	15.6244908373083
2018-03-20	18.4784069565117
2018-03-21	25.481010028132
2018-03-22	15.6276871052802
2018-03-23	23.7769324705864
2018-03-24	20.0723644624209
2018-03-25	13.2024276075246
2018-03-26	20.965521285371
2018-03-27	18.8453199539892
2018-03-28	19.2767138956226
2018-03-29	23.5460183097251
2018-03-30	17.5909953698461
2018-03-31	25.0039770990706
2018-04-01	28.6540655994863
2018-04-02	23.3690792438646
2018-04-03	14.1746665490318
2018-04-04	20.771331990154
2018-04-05	16.8701812233683
2018-04-06	19.705579348736
2018-04-07	13.3777578298733
2018-04-08	9.71168376872588
2018-04-09	22.1629482805982
2018-04-10	15.7381834204132
2018-04-11	18.6198893860453
2018-04-12	23.1235180854038
2018-04-13	20.5169880136098
2018-04-14	25.8928305301419
2018-04-15	14.5173873206148
2018-04-16	16.5070156212876
2018-04-17	16.0241183473631
2018-04-18	16.3276958780782
2018-04-19	19.2551846516421
2018-04-20	27.2069790544167
2018-04-21	28.7465689526257
2018-04-22	21.6475685993723
2018-04-23	28.2115321517634
2018-04-24	10.5343285830544
2018-04-25	28.540126627551
2018-04-26	25.0544936293266
2018-04-27	38.2422772865371
2018-04-28	24.3385461667546
2018-04-29	29.9556351231466
2018-04-30	14.7445434111522
2018-05-01	22.0151779270908
2018-05-02	13.6537829744343
2018-05-03	17.072111951392
2018-05-04	16.6435041475019
2018-05-05	21.1565029574659
2018-05-06	16.6472842410734
2018-05-07	15.0105684370114
2018-05-08	28.1226779334539
2018-05-09	20.9665210424159
2018-05-10	27.9012609461639
2018-05-11	12.9637142420234
2018-05-12	16.0955692070397
2018-05-13	21.2324010755951
2018-05-14	11.6858851454353
2018-05-15	19.3901960861081
2018-05-16	24.1411250755829
2018-05-17	14.1838079066638
2018-05-18	17.3727584659392
2018-05-19	22.7374359888375
2018-05-20	28.9919333343852
2018-05-21	27.2259727244297
2018-05-22	28.5581292476996
2018-05-23	15.509553615767
2018-05-24	29.0492518336677
2018-05-25	32.4205909652849
2018-05-26	23.4524119040635
2018-05-27	25.5845628219064
2018-05-28	17.9988070472605
2018-05-29	12.4396907832411
2018-05-30	25.1495344966563
2018-05-31	19.3054408549095
2018-06-01	19.9060456715865
2018-06-02	19.6292141873295
2018-06-03	26.6731882001304
2018-06-04	21.1020632878285
2018-06-05	14.1745180339451
2018-06-06	13.185045961459
2018-06-07	17.4901074244171
2018-06-08	12.9706797532149
2018-06-09	23.5320116133649
2018-06-10	22.3978683839649
2018-06-11	19.4337631550033
2018-06-12	15.7592134995455
2018-06-13	20.3450887122475
2018-06-14	18.67265938546
2018-06-15	19.6291705557946
2018-06-16	25.3713363933726
2018-06-17	16.8077731590118
2018-06-18	14.2213754154152
2018-06-19	37.6703128827115
2018-06-20	16.8109431910327
2018-06-21	19.6016280646827
2018-06-22	24.6144950945029
2018-06-23	9.29491930674068
2018-06-24	20.4131451754921
2018-06-25	14.2466410691064
2018-06-26	15.5068506877156
2018-06-27	25.4985050418337
2018-06-28	20.3465205359685
2018-06-29	31.0653399764615
2018-06-30	24.7503983130536
2018-07-01	13.0821360303325
2018-07-02	17.5394680414881
2018-07-03	9.75399644363872
2018-07-04	21.4786326615451
2018-07-05	18.9097556316221
2018-07-06	16.3774133660933
2018-07-07	17.3412235253211
2018-07-08	23.465077634176
2018-07-09	18.4029945160658
2018-07-10	14.1706517195739
2018-07-11	17.6535740436204
2018-07-12	19.2932795069866
2018-07-13	19.6401327121231
2018-07-14	10.248407026752
2018-07-15	27.5255095187112
2018-07-16	23.8466639375153
2018-07-17	22.392428097089
2018-07-18	25.8670913693754
2018-07-19	20.3900045723373
2018-07-20	17.0360364587157
2018-07-21	21.015876641813
2018-07-22	27.1806378143091
2018-07-23	19.9742706760364
2018-07-24	24.0708017585424
2018-07-25	29.5384826641548
2018-07-26	17.0950309334049
2018-07-27	22.2159505160643
2018-07-28	23.3880925876783
2018-07-29	14.5212631703688
2018-07-30	14.9254337174679
2018-07-31	21.7853917602245
2018-08-01	27.4991622279617
2018-08-02	28.6156404753471
2018-08-03	25.0833190870291
2018-08-04	21.9535405992032
2018-08-05	15.1402812794622
2018-08-06	16.0879180186137
2018-08-07	19.118725865253
2018-08-08	25.9378138871068
2018-08-09	16.4601713034916
2018-08-10	13.7363127600144
2018-08-11	21.3328655154099
2018-08-12	9.1838010194788
2018-08-13	19.5302221252612
2018-08-14	20.8848926269115
2018-08-15	18.4787909857096
2018-08-16	23.1525426572601
2018-08-17	16.6710140429614
2018-08-18	-3.15581351772082
2018-08-19	23.5230522844486
2018-08-20	7.34524040554036
2018-08-21	17.7830567608918
2018-08-22	10.6393478297109
2018-08-23	23.7322042103053
2018-08-24	19.1784425228177
2018-08-25	24.3122595443713
2018-08-26	20.6184731454407
2018-08-27	15.7804629352695
2018-08-28	27.0275210293427
2018-08-29	32.3040635579459
2018-08-30	20.1189150756686
2018-08-31	30.9342553874275
2018-09-01	12.2045813633069
2018-09-02	22.2302268230742
2018-09-03	26.0565863207762
2018-09-04	25.0493036216639
2018-09-05	28.5158909563681
2018-09-06	16.4262546896
2018-09-07	14.7617725418443
2018-09-08	11.8190175959792
2018-09-09	10.9194422703766
2018-09-10	16.4936816328646
2018-09-11	20.716811385753
2018-09-12	3.44947305947485
2018-09-13	16.7367665477989
2018-09-14	17.0484763797949
2018-09-15	23.5511519535548
2018-09-16	20.3589730347241
2018-09-17	17.3015729887684
2018-09-18	27.4062812887936
2018-09-19	18.0908727429616
2018-09-20	13.8217524996215
2018-09-21	24.3820961989992
2018-09-22	19.8276081185841
2018-09-23	23.1431853837617
2018-09-24	23.3185550568241
2018-09-25	15.9049855128259
2018-09-26	13.6347257276024
2018-09-27	12.6960012348884
2018-09-28	23.2802128637791
2018-09-29	19.4312433178621
2018-09-30	17.1586238627217
2018-10-01	32.8839512900663
2018-10-02	22.4746939092213
2018-10-03	23.6868558167223
2018-10-04	17.8740587810803
2018-10-05	25.4343698495121
2018-10-06	13.2450235116006
2018-10-07	16.3423791424831
2018-10-08	21.8865803078788
2018-10-09	13.0600659522638
2018-10-10	23.0557793311231
2018-10-11	22.6241410020769
2018-10-12	20.523818385155
2018-10-13	19.9251453705944
2018-10-14	17.7900396638694
2018-10-15	23.8154983740456
2018-10-16	20.4882110271832
2018-10-17	13.0291312199828
2018-10-18	22.013885627673
2018-10-19	17.8132739432018
2018-10-20	20.2969809189795
2018-10-21	10.2307649598725
2018-10-22	12.2431360518675
2018-10-23	17.8892393793852
2018-10-24	11.4956960678396
2018-10-25	25.857416822843
2018-10-26	23.0413781291706
2018-10-27	22.2594703575819
2018-10-28	13.1990826560827
2018-10-29	21.4681494658381
2018-10-30	20.3800636291976
2018-10-31	16.0425739649255
2018-11-01	20.0364096851331
2018-11-02	16.6513414953057
2018-11-03	22.9853044103221
2018-11-04	31.2587054225222
2018-11-05	29.6759420464649
2018-11-06	26.6911109303503
2018-11-07	17.9094394567356
2018-11-08	14.5124450361967
2018-11-09	30.8825972349177
2018-11-10	22.4893790145954
2018-11-11	14.0673997280647
2018-11-12	34.8745801576491
2018-11-13	14.7707944855492
2018-11-14	21.8974387338883
2018-11-15	10.5617697008781
2018-11-16	22.1150060627948
2018-11-17	9.84138793861488
2018-11-18	21.2766212261868
2018-11-19	7.14692931377201
2018-11-20	20.9754452993881
2018-11-21	17.2422098979959
2018-11-22	28.2362239645213
2018-11-23	15.730272364513
2018-11-24	27.541549468469
2018-11-25	27.1820062309404
2018-11-26	10.3976168777267
2018-11-27	19.5282566702038
2018-11-28	19.5447615024389
2018-11-29	26.9196925340207
2018-11-30	14.8815624915481
2018-12-01	30.8225720473525
2018-12-02	18.5194283629944
2018-12-03	22.7701610196693
2018-12-04	19.4350865106844
2018-12-05	18.742080633189
2018-12-06	25.6229860008284
2018-12-07	13.8657953305066
2018-12-08	17.5205272474972
2018-12-09	22.6282753259776
2018-12-10	12.3034633852816
2018-12-11	22.3080863416439
2018-12-12	18.1006523685329
2018-12-13	25.8439702185954
2018-12-14	23.7365973885559
2018-12-15	28.8055466077066
2018-12-16	7.32907323941916
2018-12-17	17.2710218713261
2018-12-18	30.0179924670969
2018-12-19	16.9356392967056
2018-12-20	33.420770655573
2018-12-21	15.8070867139364
2018-12-22	12.0297303078037
2018-12-23	20.1803254279599
2018-12-24	21.9909816405799
2018-12-25	12.7063819720445
2018-12-26	15.2419197132716
2018-12-27	8.50796097635807
2018-12-28	17.8248866454335
2018-12-29	21.8720900822231
2018-12-30	36.8421452664856
2018-12-31	19.6601988978517
