id	(2-methoxyethoxy)propanoic acid isomer	(gamma)Glu-Leu/Ile	1-Methyluric acid	1-Methylxanthine	"1,3-Dimethyluric acid"	"1,7-Dimethyluric acid"	2-acetamido-4-methylphenyl acetate	2-Aminoadipic acid	2-Hydroxybenzyl alcohol	2-Isopropylmalic acid	2-Methylhippuric acid	"2,2-Dimethylglutaric acid"	3-Hydroxybenzyl alcohol	3-Hydroxyphenylacetic acid	3-Indole carboxylic acid glucuronide	3-Methyl-2-oxovaleric acid	3-Methylcrotonylglycine	"3,3-Dimethylglutaric acid"	"3,4-Dihydroxybenzeneacetic acid"	"3,5-dihydroxybenzoic acid/3,4-dihydroxybenzoic acid"	"3,7-Dimethyluric acid"	4-Acetamidobutanoic acid isomer 2	4-Acetamidobutanoic acid isomer 3	4-Hydroxybenzoic acid	4-Methylhippuric acid/3-Methylhippuric acid	5-Hydroxyindoleacetic acid	5-Sulfosalicylic acid	6-(2-hydroxyethoxy)-6-oxohexanoic acid	6-(carboxymethoxy)-hexanoic acid	9-Methylxanthine	Acetaminophen glucuronide	Acetylphenylalanine	alpha-N-Phenylacetyl-glutamine	Aminosalicyluric acid	Asp-Leu/Ile isomer 1	Asp-Leu/Ile isomer 2	Aspartic acid	Azelaic acid	Benzoic acid isomer	Chenodeoxycholic acid isomer	Cinnamoylglycine	Citric acid	Dehydroepiandrosterone 3-glucuronide	Dehydroepiandrosterone sulfate	Deoxyhexose	Dimethylguanosine	FMNH2	Fumaric acid	Gentisic acid	Glu-Val	Gluconic acid and/or isomers	Glucuronic acid and/or isomers	Glyceric acid	Glycocholic acid isomer 2	Glycocholic acid isomer 3	Heptylmalonic acid	Hexanoylglycine	Hippuric acid	Hydroxybenzyl alcohol isomer	Hydroxyphenyllactic acid	Hydroxysuberic acid isomer 1	Hydroxysuberic acid isomer 2	Isovalerylalanine isomer	Ketoleucine	Kynurenic acid	Malic acid	Methoxysalicylic acid isomer	Methyl (hydroxymethyl)pyrrolidine-carboxylate/Methyl (hydroxy)piperidine-carboxylate	Methylinosine	Mevalonic acid isomer 1	Monoethyl phthalate	N-Acetyl-aspartic acid	N-Acetylisoleucine	N-Acetylleucine	N-Acetyltryptophan	N-Acetyltryptophan isomer 3	N2-Acetylaminoadipic acid	N4-Acetylcytidine	Nicotinuric acid isomer	Ortho-Hydroxyphenylacetic acid	Oxoglutaric acid	p-Anisic acid	p-Hydroxyhippuric acid	p-Hydroxymandelic acid	p-Hydroxyphenylacetic acid	Pantothenic acid	Pentose	Phe-Tyr-Asp (and isomers)	Porphobilinogen	Pyridoxic acid isomer 1	Pyridylacetylglycine	Pyrocatechol sulfate	Pyroglutamic acid	Pyrroledicarboxylic acid	Pyruvic acid	Quinic acid	Salicylic acid	Sebacic acid	Suberic acid	Sulfosalicylic acid isomer	Taurine	Testosterone glucuronide	Tetrahydrohippuric acid	Threo-3-Phenylserine	Threonic acid/Erythronic acid	Tryptophan	Valerylglycine isomer 1	Valerylglycine isomer 2	Xanthosine
HU_050	5.813374487	4.401325613	4.442538201	4.45071532	4.391664312	4.328021888	4.255931238	4.310697502	4.46156869	4.87973726	3.947184099	4.34989951	4.102971952	4.004764048	4.237104511	4.392378403	4.040132521	4.276160396	4.111790335	4.26711309	4.491749111	4.285512962	4.029408916	4.072823195	3.989144706	3.953211042	3.922774364	4.36600611	4.514261936	4.268369378	-0.140350981	4.3066475	4.223859777	4.652054996	4.525508703	4.358897813	4.236447442	4.331312311	4.641340405	4.999576149	4.243706092	4.146511647	4.578512888	3.643083892	4.543848436	4.220468862	4.19061762	4.525422476	4.595141442	4.447626989	4.289133131	4.355845373	4.389084605	3.966187289	4.194470749	4.204054638	4.292822345	4.472814133	4.154186878	4.58501606	4.254143488	4.299320282	4.318295694	4.033660079	4.342110428	4.062583465	4.261983508	4.886207118	4.22636798	5.778234719	4.308478315	4.245658181	4.154598899	4.262708097	3.701741009	4.470605833	4.413249623	3.922783157	4.281958784	4.516626792	3.861924203	4.172937244	4.229801555	4.182143623	3.885912461	4.159305389	4.416614846	4.320209365	4.164065401	4.439237041	4.30839512	4.420189864	4.271068353	4.494857717	3.95382979	4.578727258	3.099840132	4.494340852	4.500680389	4.020783746	3.652346354	4.395068945	4.806873148	4.419339499	4.309883974	4.121063743	4.094913988	4.124659917	4.065692925
HU_051	4.304743135	3.802961064	3.723141617	3.675607889	3.32944846	3.671127042	4.390154919	4.133889325	3.978545611	2.780197782	4.63006946	5.249317385	4.406897858	4.419401321	4.140369855	4.563657906	4.274003917	4.16977214	4.389125526	4.393563183	1.68838143	3.868051455	4.18048468	3.31693697	2.828714793	4.34353278	3.405700073	4.258148716	3.672457723	3.042916317	2.588716623	4.060932264	4.269043447	3.340046479	3.293875357	2.888968491	4.411835682	4.256817435	4.796236726	2.260693586	4.502075283	3.978088144	3.913795947	3.479545161	2.705095721	4.120617112	2.968350983	3.822121327	4.186372302	3.74522803	4.891101012	4.791065561	4.936596686	3.56815921	2.762163163	4.070802904	3.472324466	4.556826429	3.785708712	4.721550016	4.44695043	3.783795559	4.231806988	4.848883476	3.955581336	5.248973304	2.109093389	3.860022872	3.961365137	4.342018885	1.875277011	4.222819349	4.054242817	4.607094345	3.394503547	4.79935696	3.850999735	4.039486985	4.191544249	4.122120003	4.235937594	1.994558569	4.110849602	4.02290813	3.440457584	4.241945576	4.15698254	4.340412043	3.814699992	3.667646637	3.959208081	4.309973611	4.116743137	3.095008545	4.96055597	3.207569678	2.801124401	3.749516871	3.986565698	3.433093634	5.138491471	3.951331034	5.140741291	4.310983109	4.747773805	4.156756006	4.128372529	4.375400222	4.144560403
HU_052	1.435768568	4.191430823	4.320960083	4.280048842	4.104350152	4.349959467	4.905184651	4.405931304	4.672541048	3.788743441	3.884871408	4.089484641	4.364355743	4.61221155	3.90399322	4.376786133	4.21381908	4.461294622	4.323078207	4.772591028	4.660634596	4.320013842	4.361099422	4.75635731	4.053322263	4.370746189	5.209842071	4.761042367	3.920255032	4.743015064	3.699325518	4.233744494	4.293297395	4.366779552	3.728479278	3.703995527	4.233530765	4.463386649	4.471869267	4.516827233	4.82751082	4.395500705	3.896087732	2.552174632	4.553469946	4.113696024	3.631480073	4.736023443	4.673993801	4.315010353	4.59474552	4.550170283	4.839891844	4.2549843	4.203149754	4.189612456	4.060129116	4.662422262	4.46076539	4.48959368	4.522612738	4.2381878	4.218238304	3.986944424	4.368409456	4.236662417	4.905334457	3.969514647	3.997475881	3.787732344	3.505072748	4.485445645	4.245752523	4.201926753	4.472227325	4.317735216	4.163490806	3.964201839	4.347895958	4.35900592	4.128016585	3.536770475	4.532582798	4.529639259	4.524486852	4.281161172	4.580017748	4.473040844	4.165492415	4.037174771	4.47164672	4.647461775	4.25586463	4.582017749	3.888572435	4.434107243	5.137744645	4.599855351	4.34660985	4.738648985	1.593821865	3.750355215	4.910238703	4.591683693	4.276946051	4.138501463	4.080243278	4.251030211	4.103564195
HU_053	5.369591232	4.033966081	3.868372811	3.973393044	4.13774184	4.169638997	3.872156968	3.947185614	3.926295988	3.336824826	3.998942554	4.043603325	3.634262194	4.215638883	3.927478574	4.301294709	3.663488215	3.975853312	3.812178008	3.329114305	3.304030673	3.617975305	3.692960374	3.897989486	3.820650008	3.817267901	4.43633749	3.623128794	3.779910594	3.669824671	0.031982294	4.541076573	4.216579521	3.361201246	3.340645139	3.113823624	4.08053554	4.159199057	3.941671015	4.256867249	3.864127489	4.214737065	2.701147755	0.346039693	4.293614273	3.995702319	2.927251401	4.15440702	3.240354603	3.920601108	4.024250536	4.536819879	4.257990692	2.710511973	2.681079551	3.871673193	4.02139235	3.890562992	3.996754115	4.031103382	4.381412852	3.96431657	4.214393128	3.869654828	3.707358673	4.199027152	3.794701257	4.269530066	2.092805747	5.411551874	3.276251991	4.087595362	4.035446854	3.849307467	4.253035585	3.77618964	3.715488509	3.953606004	3.854569552	3.848390547	3.36766344	1.938002307	3.577343179	3.380436785	3.669110477	3.605063616	4.31042454	3.819547163	3.91072026	3.562816335	3.928025576	4.094548645	4.205877026	4.394177721	3.459311038	4.307125905	3.827829519	4.327760827	4.413725123	3.870442402	4.037974916	3.574701886	3.647228472	3.721263644	4.275426191	4.011422868	3.934470169	3.777775091	3.790628566
HU_054	3.809431106	4.629557057	4.278357531	4.353071085	4.291891051	4.219619346	4.591283189	4.151500331	4.203867112	3.84435935	4.347038864	4.305852041	4.219106648	4.414913091	4.198768443	4.175999548	4.423888139	4.136691736	4.260296134	3.867683205	3.785955614	4.237931025	4.348624122	4.31916228	4.51670496	4.322195188	3.891536527	4.766343478	4.654674795	3.856213704	1.291606218	4.117907095	4.331653031	4.35537252	4.114004173	4.079282303	4.235126923	4.345699881	3.84752572	4.629254177	4.13962031	4.235471966	4.060341488	4.945757816	3.956723771	4.411970414	4.465081322	3.860333481	4.22317143	4.564197092	4.30814475	4.199876416	4.347674977	4.549213369	4.338768539	2.810881009	3.602056594	4.301730957	4.468887035	3.887439925	4.299224006	3.111441418	3.727828555	4.071363089	4.339726106	4.348838924	3.66638302	4.373774713	4.407251232	3.944692581	3.625287884	4.354635751	4.394694652	4.496933848	3.75318104	3.837427645	4.357418828	4.558836745	4.48402046	3.95039226	4.412105336	4.12007797	4.164302885	4.496982028	4.169203488	4.223968995	4.05081232	4.361746928	4.518137937	4.492597661	4.475867298	4.264716063	4.363468736	3.999205283	4.045783288	3.873225155	3.57803436	4.288708933	3.718601747	4.216698732	4.137795085	4.504581687	4.162891616	4.27653355	4.259145749	4.253853088	4.338898054	4.361487807	4.416095358
HU_055	3.0110849	4.036365226	3.931399948	4.017880056	3.966725852	4.322466695	4.03586327	4.13567836	3.828954417	2.818999629	4.182268298	4.148035084	3.822422953	4.085800961	4.248876378	3.506407981	4.213950632	4.224158977	3.793783955	3.290769245	1.317827313	4.01779192	3.820316238	3.590699113	4.218154089	4.171778471	3.827539915	4.049180068	3.429786152	3.889561055	5.303363585	4.091463187	4.360668049	4.377643518	4.141048104	4.308543763	4.192090111	3.698767227	3.208036698	3.626356199	4.386215348	4.241519986	2.562186854	1.133210407	3.034497894	4.103047742	4.005022162	3.662480191	4.34362375	4.019064285	4.335607668	4.352640002	3.954513416	2.246006939	2.388412598	3.917182417	4.019331842	4.057448074	3.667304739	3.421020593	3.990272339	4.162554788	4.167320546	3.686068881	3.805894104	4.227580863	3.730425618	3.186123341	3.742384683	1.768900941	3.837302832	4.182230166	3.938318766	3.935923043	4.0071026	3.771032017	3.581254501	3.714793643	4.219782057	3.802358333	4.164099877	3.528596493	3.843926737	3.440271914	3.622516677	4.362257074	4.111825078	4.164412154	3.606117296	4.228232857	4.352749288	3.841567588	3.877112761	3.591238846	3.885893624	4.442626052	3.260438716	3.627599004	4.04859078	4.152979546	3.329748499	2.705226767	3.91656121	3.657464176	4.311042599	4.0396714	4.29544982	4.082842319	3.700313782
HU_056	1.321147859	4.074358075	4.394283723	4.467425724	4.331607272	4.34171365	4.077002761	4.380458873	4.089618139	4.189967716	3.948766443	4.20502496	4.260249769	4.027523791	3.892735753	3.968028443	4.119900155	4.334757042	4.266652023	4.571153679	4.050496697	4.267510074	3.842834991	3.808284297	3.55698928	4.280891334	5.140030622	4.498837205	4.274419912	4.329529656	-0.189800966	3.919001922	4.182416204	3.868458195	3.748848423	3.747755945	4.142023301	4.093100102	4.184019866	4.165334488	4.125163204	4.129240014	4.121758141	1.952747771	4.30681946	4.153782928	3.727870408	3.736597845	4.06939992	4.090617721	4.465820267	4.454134858	4.156313677	4.084428672	2.502714904	4.225714769	4.452872236	4.21002059	3.672568761	4.209418663	4.394347075	4.260495207	4.639434867	3.722594215	4.012599519	4.048961551	3.268374328	4.876890745	4.119943402	3.544871834	3.75108969	4.381225602	4.112851835	4.213467708	3.944243002	4.688330955	3.847453369	4.368415976	4.023917511	3.868060096	4.186128616	2.521113289	4.302656386	4.321327466	4.049748042	3.65686753	4.302163524	4.200483013	4.384786953	3.882085275	4.009209356	4.14651541	4.141461721	4.608953614	3.948278672	3.227629373	3.193100994	4.087643961	4.305140761	4.022790993	2.840310804	4.145326613	4.417539751	4.331174737	4.337770466	4.3676362	4.123837747	4.083917302	4.265516105
HU_057	3.401176446	4.298537585	4.191055566	4.108250444	4.400939733	4.187333936	4.301386369	4.169295762	4.396806624	4.412636601	4.184655164	4.468851489	4.317807956	4.225935655	4.137070809	4.373155374	3.898918034	4.066569871	4.25075863	4.136408212	3.949964541	4.405452469	4.268791337	5.010227519	3.796179827	4.103565952	0.774200433	4.254478425	3.94675982	3.994055883	-0.089418407	4.234498433	4.226419027	3.988477904	4.259877333	3.669481017	4.302988382	4.207550656	4.452500648	3.933252123	4.217052345	4.30572703	3.931054721	2.330401027	3.978471133	4.142907138	4.232394961	4.069205605	4.537082183	4.529227654	4.238130867	4.284097379	4.302203696	4.464554527	3.778795532	4.12660887	4.058684176	4.355647617	3.769788931	4.399725994	4.040006973	3.82777952	3.591083431	4.241460206	4.499136642	4.090259874	4.531302899	4.629110049	4.087403226	3.707130837	4.160431669	4.26236428	4.378255715	4.013346424	4.342421133	3.99392049	4.160136577	4.540502495	4.303206503	4.17194496	4.382761603	4.162813884	4.184038718	4.372956257	4.023985992	4.196034505	4.105870438	4.213904114	4.583740343	3.940136128	4.32895183	4.210736803	4.602344318	3.920741146	4.03136454	4.218743321	5.509455669	4.262129304	3.918934467	4.297088453	4.287876054	4.187153079	4.538472946	4.50553633	4.295802073	3.998399116	4.018987536	4.325269835	4.289286398
HU_058	3.506978677	4.137887914	4.015202218	3.98494054	4.138128682	4.268704692	2.824425848	4.065228768	3.067822773	4.070540911	4.212668004	4.289426312	4.145613567	3.468941823	4.006318039	4.283629864	3.839954042	4.461451105	4.165339479	4.020422071	4.255978348	4.035392914	3.680824251	4.158168773	4.333344346	4.180887538	3.512088114	4.723375155	4.233158317	4.150635608	3.537405068	3.908398293	4.291492993	3.582502741	3.85133015	3.725816666	4.05993043	4.721755879	4.372227003	4.401083492	3.557211325	4.091757132	4.063997943	3.243393384	4.054244916	4.210409088	4.161865497	3.801466619	4.039645221	3.985450945	4.152474787	4.123958468	3.851900697	3.730727402	4.125938628	4.122921351	3.704841558	4.045400853	3.57958633	4.344333961	4.567255087	4.173838719	3.972759138	3.983362031	4.224863557	3.824394868	3.546849666	4.240819844	4.14088594	3.779851683	3.020595461	4.204068834	4.243514064	3.896396827	4.289486428	3.620562851	4.144150326	4.489321641	4.298712464	3.731774232	4.193950877	2.525758231	4.212014584	4.03591563	3.987348555	4.172503302	3.976648242	4.11518848	4.06432618	4.09656269	4.247008497	3.947304993	4.06105723	3.967034181	3.731009619	3.700804891	3.205288246	4.530826915	4.433824104	4.418675188	4.365351502	4.250541599	3.241557054	4.021507572	4.098668027	4.374581498	3.972859303	4.010354674	4.302147514
HU_060	5.24237122	4.081451184	4.451980882	4.377914817	4.544795231	4.297634468	4.604272227	4.280539554	4.229983809	4.801183226	4.309528857	4.272295429	4.401864966	4.749085556	2.924668139	4.200790126	4.287789646	4.31623956	4.399128428	5.052166557	4.349155358	4.442477311	4.468762761	4.233653523	4.536109552	4.612846275	4.941120561	4.351326315	4.590078486	4.343718136	1.808534229	4.693267218	4.457042732	4.477460046	3.860894187	4.035794707	4.20311412	4.276077494	4.169460637	4.583573701	4.576291837	4.33469633	4.536004278	4.190152769	4.426937759	4.323331744	4.480744315	4.290407375	4.34576338	3.837148292	4.477980082	4.313868915	4.32199623	4.15048329	3.591436427	4.217599113	4.113694448	4.329895602	4.490505476	4.233509276	4.435613289	4.212833395	4.166871169	4.103256198	4.518864797	4.393993641	4.800743674	4.412809091	4.203143645	5.463196078	3.55861859	4.39336885	4.345535633	1.387462564	4.555628903	4.369688566	4.519528403	4.473930942	4.311622942	4.450974905	4.457250674	4.963490927	4.232138386	4.460930316	4.355090342	4.352842212	4.34502477	4.373518441	4.277926146	4.486018766	4.455641963	4.461308418	4.16605457	4.6579082	4.032480575	4.46132076	3.283103731	4.563930328	4.095601961	4.673908706	4.038795083	4.592006579	3.778427546	3.789654174	4.329491723	4.112124927	4.518104281	4.462516251	4.38354181
HU_061	3.416889621	4.144428558	4.013951422	3.738491158	4.077609223	4.201335591	4.216319597	4.455652199	4.155646675	4.233796978	3.816587234	4.587612782	4.049213519	4.39732342	4.402515116	4.092219364	4.294271376	4.476118383	4.051848535	4.046812184	1.412001152	4.28471817	4.351358248	4.230850775	3.746730544	4.279364752	4.940324628	4.615558197	4.051332336	3.883249385	0.145845671	4.022515721	4.28235793	4.442647096	3.809091709	3.986643078	4.422863583	4.143047123	4.150183071	2.709789331	4.157731234	4.390361887	4.142323258	3.692192126	4.111246294	4.420929126	4.296695206	4.045010884	4.055249872	4.054284957	4.775393527	4.565713644	4.610968647	3.659977118	3.984097743	4.038259209	4.243168488	4.322173362	3.817725974	4.196792095	4.400651854	4.274637707	4.690375615	3.962928877	4.38218759	4.710046124	4.349585482	3.967919212	4.225033075	3.5476364	3.643076347	4.407689054	4.554808438	4.362232788	4.176816458	4.33467519	4.267855482	4.541112083	4.376160761	4.511289055	4.609915034	4.336210548	4.371300456	4.437778329	4.131067238	4.019248944	4.466541671	4.293502236	4.046541997	3.870279224	4.296864467	4.217984476	4.216089324	4.277916818	4.147974155	4.167095711	3.345729541	4.224525709	4.338914485	4.044239008	5.152233452	4.229260483	4.411022606	4.023920072	4.611249958	4.429130327	4.426399478	4.472209609	4.218737122
HU_062	3.415584225	4.474804847	3.746775861	3.565305684	3.489006397	3.804794141	4.824775989	4.339999355	3.400932219	4.653738517	4.0644408	4.603389065	4.526431094	4.212266341	3.782733464	4.133175373	4.263095071	4.691952301	4.565938736	4.023754228	4.965487428	4.485183307	4.282937612	4.32400758	3.66862487	4.285976596	3.604204321	4.583784384	4.049922458	4.461891199	-0.288460907	4.146739462	4.381293767	3.822135582	5.000292871	4.940684113	4.324107669	4.589065698	4.549424457	1.868952991	2.862549424	4.273269122	4.112047355	2.465526561	4.362523867	4.301298717	4.244514342	4.096662862	4.140239099	4.515650688	4.331275942	4.2227023	4.072599081	4.593120958	2.500698032	4.316820062	4.291987266	3.834974431	3.920914438	4.46755515	4.212317152	4.48498412	4.499454388	4.002679412	4.501899178	4.153728801	3.894923492	4.54826158	4.372033717	3.717418009	4.057017223	4.49080592	4.411035463	4.368454549	4.331818138	4.686165045	4.373240413	4.766180454	4.413899366	4.705453265	4.234944357	3.823697556	4.829479578	4.650167814	4.483968401	4.133868215	4.171811023	4.048312344	4.245677684	4.344156893	4.366877024	4.11769865	4.263804794	4.267594064	4.087402319	2.559844916	2.92740373	4.461182329	4.558247614	4.322499023	4.081949755	4.314234237	3.224452512	3.645775842	4.284695982	4.144981471	4.039166596	4.259480191	4.241238791
HU_063	3.887678774	4.241676991	3.947264897	3.865676726	4.111269243	4.134833036	4.506770536	4.462118671	4.433665419	4.366911703	4.165350452	4.379275831	4.50786395	3.83069882	2.82947231	3.920090012	4.401838015	4.533628857	4.541826911	4.383728136	4.070255509	4.461169616	4.681423772	4.41300055	4.372877689	4.228049104	3.573805923	4.294941559	4.245892878	3.822964412	2.603348313	4.713476218	4.392618737	3.624001917	4.004028331	4.064290762	4.533188105	4.247882546	4.032104265	4.949901481	4.411196276	4.342692235	4.097004432	1.256372699	4.254576603	4.409565295	4.073333018	3.978596862	4.601503269	4.295487951	4.315858666	4.284026971	4.297140004	4.410260041	4.518881937	3.92937153	4.093927531	4.45184378	4.990518828	4.057574804	4.542814939	4.508967048	4.281409674	3.928708528	4.266805453	4.437642241	4.226748027	4.205132004	4.483205679	4.011571837	3.924223061	4.41415523	4.142014503	3.426599233	4.661430532	4.390923256	4.62805497	4.740106794	4.176836152	4.441813271	4.607193359	4.397621243	4.289774412	4.102419515	4.461183029	4.496883345	4.16773866	4.467111362	4.322047372	4.691412898	4.377557057	4.283273069	4.2932128	3.918868237	4.349814369	3.236934993	3.167156178	4.47916709	4.251144575	4.801396418	4.13801078	4.113101324	4.284461804	4.537035074	4.274880627	4.183132004	4.398027926	4.392390039	4.415874314
HU_064	3.555974489	4.079688597	4.424307688	4.309873284	4.30790584	4.341790701	4.371755917	4.264785362	2.634994356	4.183739882	4.481438304	5.08040087	4.195686667	4.499428321	4.393197826	3.649362953	4.476488912	4.243975651	4.147504426	3.852105514	4.523685708	4.138522051	4.324351632	3.973748033	3.252182892	4.635537624	4.010445643	4.525444695	4.188538337	4.687221184	1.933614296	4.15048658	4.676549901	4.433879708	4.048112186	4.202395404	4.475691705	4.371381938	4.214544995	3.822191682	4.286959515	4.435575373	4.02244341	4.087392457	4.001677866	4.38043486	4.236326175	3.558277588	4.373333044	3.897571748	4.86116818	4.804028593	4.337220064	4.042066293	4.225983659	4.34567719	4.42962114	4.606589789	3.805283938	4.237395496	4.375791888	4.528003039	4.685818606	3.727543757	4.266631517	4.198497145	4.049590291	4.148091174	4.332565391	3.720767967	3.415201389	4.357848076	3.736277591	3.040968482	3.752913943	4.424870795	3.865115964	4.321021823	4.499362087	4.094634135	4.279340579	3.776632773	4.498746989	3.733152178	3.880038351	4.33461246	4.329820687	4.680139607	4.323421686	4.831949863	4.32165334	4.243818106	4.199912886	3.71440331	3.897689375	4.559719333	3.41093249	4.789513778	4.586909006	4.62967226	5.042392273	3.301270983	5.186691827	4.529611237	4.733648875	4.330408034	4.567846669	4.395272253	4.120532172
HU_065	3.710985751	4.45979395	4.440758471	4.472338053	4.403463536	4.376674196	4.545632539	4.290890259	4.240799527	4.997714383	4.042294659	4.34428522	4.067248022	3.951047407	4.076544064	4.518742785	4.251172472	4.236787131	4.076819249	4.795892303	1.069508355	4.310405953	4.267923861	3.873713121	3.565487018	4.128319085	4.689951697	4.255650696	4.089860862	3.957157951	-0.197794109	4.411357421	4.203519947	4.223009681	4.141997227	3.937180612	3.871185851	4.364179692	4.569496073	4.324816063	4.613576375	4.391680949	4.289882331	2.560943591	4.509975075	4.147382346	4.17107333	4.213042242	4.336395925	4.568120016	4.306486229	4.34685005	4.295564024	4.564941294	4.682757884	4.200202588	4.231859965	4.388172638	4.265493802	4.512004238	4.329849213	4.251809614	4.361562863	4.161231289	4.20001263	4.436627595	4.216032486	4.799881689	4.304506709	3.892619609	3.573439451	4.230005922	4.532461585	4.571239734	4.64348302	4.337925813	4.166662968	4.35373965	4.152647407	4.473905961	4.273798429	2.370555269	4.141690993	4.376182002	3.953083862	4.212738878	4.293309999	4.281778862	4.465878268	4.235091057	4.138156381	4.238755132	4.102885027	4.192358479	4.231372515	4.152463835	3.398235016	4.405070067	4.429677472	4.176507216	4.266523139	4.359257982	4.972021339	4.625193245	4.215484118	4.250363737	3.882498396	4.305664387	4.291457181
HU_066	4.232236312	4.312246611	4.080269187	3.848630923	4.154601205	4.125612259	4.142422527	4.335997952	4.072921786	3.615954044	4.147446761	4.665401	4.410006161	4.437529897	3.674636766	4.017656111	4.282048334	4.271200094	4.420949361	4.080139907	4.315146238	4.489559655	4.240251948	4.1682523	3.907467492	4.579574541	4.391021146	4.136384904	4.532727489	4.367288402	2.422551178	4.20874702	4.335538534	4.313821507	3.903943729	4.200793944	4.34693586	4.120640136	3.688317021	4.022703291	4.339227979	4.441500893	4.404824156	5.47507585	4.258775465	4.544228438	4.798755543	3.998573131	4.395472016	4.202248138	4.463550618	4.31365789	4.14503705	4.248780654	4.339686802	4.21874852	4.41308139	4.151875298	4.196331358	3.728033819	4.359914932	4.616091079	4.527869568	3.850190683	4.500444974	4.224963236	4.136902885	4.121668988	4.515378358	4.392909575	3.873738794	4.389271791	4.30772129	3.789115103	4.138212207	4.349701531	4.687241899	4.694199246	4.248626648	4.599768772	4.626349884	4.229321753	4.100376572	4.030765483	4.303093382	4.429278162	4.24586205	4.246824447	4.311599054	4.557447407	4.437185501	4.191104128	4.164596806	3.523575342	4.064129562	3.938745035	2.303975215	4.422549994	4.145296378	4.517129681	4.253489396	4.779536197	3.916100173	4.021218667	4.436124365	3.93164585	4.456261633	4.179207569	4.432756525
HU_067	3.803661779	4.350598142	4.026487851	4.045115345	3.966873309	3.87228714	3.559730096	4.644885616	4.139679903	3.401716018	4.426169445	4.198540731	4.247739127	4.048802092	4.275261027	4.362624333	4.313249647	4.262009925	4.26206994	4.207531411	3.400765104	4.174591494	4.492540829	4.257059582	4.699838252	4.205248266	4.019074005	4.22244506	4.182742905	3.649644614	1.943904967	4.341930524	4.3897433	4.373408616	4.009746701	4.026351442	4.341414804	4.135903267	3.10834869	3.439310479	4.047718752	3.987215326	3.766264911	2.807051086	4.394193453	4.318337512	2.764623987	4.411598194	4.083270269	4.493703478	4.255787862	4.269580119	4.557721906	5.039407221	5.162326893	4.383751316	4.127127886	3.999333439	3.884832901	3.203497905	4.458373621	4.283540389	4.152581637	4.076822892	4.467431479	4.131054884	5.237012867	4.084524739	4.176719337	3.770370485	5.128802546	4.540391672	4.329159225	4.509703049	4.248260121	3.869069084	4.302793904	4.171291464	4.319889686	4.756004414	4.110662675	5.166307498	4.288794629	4.29142906	4.628384687	4.477538045	4.396878621	4.087680253	4.343216295	4.130417251	4.619823482	4.269170078	4.419578783	4.12407591	3.985308254	4.121693323	4.155495144	4.402651381	4.286177418	3.73704683	4.379992393	3.60330204	3.124347515	3.196259587	4.276267127	4.10717991	4.305525218	4.396834579	4.239834416
HU_068	4.379572071	4.237664342	4.448598045	4.328511452	4.462060144	4.297557604	4.657566867	4.217126962	4.350358684	3.526549117	4.257760914	4.102976532	4.303036753	4.653477606	3.327424035	4.278503991	4.395180342	4.298576999	4.316080317	4.049061391	4.603886929	4.479224904	4.480032781	4.495689071	3.670167781	4.570477036	4.597202794	4.258590673	4.612089954	4.379583023	-0.091897896	4.425046946	4.450821411	4.722944732	3.834078372	4.153677293	4.323692961	4.370939023	4.352049489	4.634524877	4.562922143	4.504239497	3.890008034	3.628604744	4.238967392	4.445982334	4.633891158	4.163943213	4.881782054	4.002694787	4.565648228	4.384673516	4.297157481	4.396215615	4.56970268	4.320500946	4.590475637	4.304840899	4.333636998	4.328205079	4.543850609	4.189354995	4.372755586	4.125873751	4.542554229	4.677443003	4.646455525	4.800355421	4.675071351	4.641493433	4.354731551	4.460784736	4.441784142	4.926268337	4.772517561	4.603122769	4.611491653	4.59505115	4.359474989	4.488454927	4.914789988	4.248133437	4.180112394	4.050604335	4.091044278	4.461608446	4.249975197	4.387434877	4.250810035	4.486144176	4.560737277	4.309801813	4.162636691	3.880367189	4.112122315	4.347113499	3.446519964	4.623782724	4.387352863	4.848514015	4.821439809	4.140623902	3.978409859	3.865894818	4.436900858	4.331926998	4.501831402	4.31087313	4.385267423
