C1	C2	C3	C4	C5	C6	C7	C8	C9	C10
R54	-1.65796921350416	-1.29009498956155	-0.217643995112791	0.389921634870762	-1.29153238784957	-0.370466896959566	2.54286098439087	3.13161445246483	1.04204614734658	1.14273592479017
R18	1.50939574375561	-0.100873833973013	0.655904946734166	0.118734354501662	1.23552144806875	-1.10801850706654	-1.31882467702916	-1.22764513934668	-0.708730854864063	-2.0531747408123
R52	-1.42275406617163	-0.703006644483874	-2.03595106326654	-1.04334410128485	-0.353551629095363	1.04360929000086	2.33820855921521	0.940753924144592	-0.236472446438166	0.650712465837549
R12	1.22713522995235	1.14822225497273	1.75940510353798	0.550603301571305	-0.089214349896273	0.0173795160942321	-1.92925333839789	-1.74106714884804	-0.32653526287336	-1.58573482455472
R14	0.368264955379917	0.340917561613298	2.19817803524998	2.06743895777425	-0.729878442802379	-0.672183645991935	-2.43260057697577	-1.87473766700983	-0.701848665728548	-1.04267787243399
R81	-1.35633270934162	-1.52726018743363	-0.0143052182141505	-0.538251085210729	0.484196533163966	0.684023818718627	-1.58944265640185	0.473605337013475	1.83775881397501	1.40983714712626
R21	0.957556552194549	1.19856377465011	3.08205735765845	0.526661155979032	1.02984598133644	0.45995655001491	-1.23039608108863	-0.908635777118307	-1.90141096866651	-2.38730096876691
R7	-0.202819788187664	1.39999628314731	1.84590122516288	0.903149910942597	1.67578100229831	-1.60564107935057	-0.713037373577647	-2.10689989946193	-0.0979898638409247	-1.72072664878978
R60	-1.17587394300155	1.43281222058834	-0.023173715653905	-1.08306240333938	-1.33008355816157	0.752719277962586	1.65705126507122	1.72004975776487	-0.81564419384545	0.544641733050726
R46	1.98319478349135	-0.405577406291068	0.869958458117733	0.283041858458072	-0.139000390209435	-0.793872198467373	0.790655329543174	-0.0549600709778095	-0.767316724307369	0.21749927894311
R90	-0.821884044144996	-1.48972033771881	0.235370007306296	-2.59308399928772	-1.52596995320211	1.91062792390288	2.26557938852556	1.6012467356925	1.38509509292272	-0.937677054820999
R41	2.00894607597705	0.704656824661772	0.355624005813758	0.322332788902359	2.5614947820206	-0.954364838597368	-1.73233985927053	-2.70575835920103	-0.338651412699744	-0.787322509983067
R70	1.02248770873081	-0.432449794324623	-0.680775210316976	-0.715104968514006	-0.828202731058113	-0.488866637847727	0.665525897251131	1.09652466758175	-0.419285737484322	-0.998482604603682
R25	0.942157149907238	0.938823737600641	1.27163697150746	0.35351740127255	1.46225586217655	-0.915209187229455	-1.73895752228179	-1.75567224921786	-1.07651176627775	-0.933082041822811
R87	-1.60210042030454	0.731974983857755	-1.66814290477562	-2.24543026396472	-0.850212095147715	2.41088146641699	1.44311982495719	0.867096483552181	0.523526723509618	0.687444994669382
R72	-2.53199161809314	-0.264391482075424	-0.902518100736583	-0.497404414647741	0.0780412068314122	0.480215053439922	1.33922316367585	2.13369775869995	1.10752397733764	1.67052001420259
R83	-1.46783594758058	-0.502802045758205	-1.00904982545251	0.0460810502744302	0.909958818250142	-0.56830780893649	-0.162046393310647	2.51285996974498	0.57789698052361	0.334710895973342
R53	-2.01831101552241	-0.779357160722894	-1.26156227270805	-1.53567106122112	-0.742226778727634	0.0221133079558371	-0.981182574627937	1.65661974241933	0.0975561328349664	0.00367380338070622
R5	-0.0692367395303861	0.849370026764392	0.762861483772421	0.933035085820763	-0.603197628328808	-1.00849525823835	-1.78731320840471	-1.43590878762833	-1.69796087893578	-0.444478421178095
R8	0.911297359455679	1.36081036909283	0.26358398919738	1.14931276079175	1.64024887444645	-1.77741253245595	-0.611799936447387	-0.475205987050951	-0.227984871257086	-0.616495582841622
R16	1.16569572120716	-0.840465409651636	1.7761625913282	2.79543901968368	1.50147796179686	-0.586382960920894	-1.04334158903418	-1.51676136874028	-1.59273617709659	-2.63622978042477
R26	1.0321627270666	0.353208774596202	0.622778148816191	0.526318112616758	-0.138476997486463	-0.547340677111373	-0.964410224504175	-1.34747139276074	1.80002022034	-1.15103197660596
R13	1.99780746459918	1.86489636370125	1.81234672485502	1.90855607937062	0.25123652767325	-1.08846955941723	-0.251835432879738	-2.91041578671877	0.210035052936175	-0.844142700797443
R99	-1.52089798255863	-2.41368123387337	-0.348028824239696	1.22019027885305	-0.0047682326766143	1.78188794805714	2.99713853635663	1.4932818571757	1.4824706415327	0.702426577982927
R80	0.115406141531893	-0.0864567585974648	-1.56756801291484	-0.704709546888707	-0.740074882158037	1.40600519734247	-0.355083449581342	0.715504383442575	1.21415827618103	0.813850875387274
R22	1.57766453139372	-0.177879967330857	0.633173643626789	0.34167237354301	1.52411979035571	-0.0925718499019977	-0.151658011030206	-2.75134162580002	-0.646957764559053	-2.91863024769998
R48	1.27401284831952	0.828445910108223	-0.0383711504762516	0.0836838640577893	1.44452548923575	-0.831658317943707	0.80032528175272	-0.75147872356192	-2.43424488754624	-1.46923579204967
R20	0.671764868493686	-0.439901923673761	1.7336016260045	1.29328419368723	0.421835255401483	-1.5149291873656	-0.841935464653059	-0.676398739481402	-1.83594575930245	-2.37280351056159
R64	-1.14732508980606	-1.03016409053526	-1.2254253869387	-0.593168562360481	-0.744642405949577	-0.791683582844249	0.961981281634965	1.03992683418526	1.35877120883058	1.37302759175496
R96	-3.0923466885272	1.93389678936387	-1.17196352060165	-1.14348979711436	-0.785320991611556	0.46685086034099	-0.157765152807193	2.31490352937109	1.43735633538757	1.91188187620251
R31	2.18043584907472	2.13951694470855	1.63155295070792	1.8281676265866	-0.588553962960068	-1.67198071531536	-1.32168247394254	-0.713553994463351	0.44848556354192	-1.33536475047302
R100	-0.879742778827874	-0.745684759198518	-1.22965137681772	-0.670079177589958	-0.261209487282038	1.80732714369026	1.21636582271939	-0.141643252222196	0.890931236391939	-0.0543747040623226
R39	0.299245443215885	0.778245034977237	2.08260462420072	2.83970061052405	0.29419916818872	-2.04497349782801	-2.30910241403245	-0.344175658394155	-2.7878057680153	-0.695932342613623
R9	1.38291056072667	0.85037898131604	1.60677391159838	1.57408757285528	2.34930625618219	0.346792993132849	0.0684257453003347	-2.40162653306322	0.228049513585069	-0.739741232047219
R19	1.78824926894718	0.310695983469792	1.27707425294074	2.19030854368214	0.0822869357175267	-0.0793438266702194	-1.44950480597247	-1.87066194916513	-1.06384989026451	-0.604820443423552
R93	-0.777802111747948	-1.38256747908404	-1.87892755229027	-2.78910420170118	-1.76345154670963	0.52628386525505	-0.0319087711586263	1.74104404784563	0.493124442186983	0.708739647473224
R6	0.312743782663819	0.416764477283585	1.08335612223364	2.82074589318791	0.818067822205375	-0.760473607660443	0.0487228183092416	-0.20984545748536	-1.43740622584018	-1.10917400140566
R4	-0.390588661963531	2.80047765599915	1.01803676492372	-0.149254484980596	2.16470657860316	0.651284610793881	-0.365005158870481	0.135863088269397	-0.646268313012863	-0.607861590520893
R55	-1.67917123887426	-1.66979265788866	-2.9684249966555	-0.934299322069276	-1.18663805959893	1.76103699903739	0.646598120792752	0.258262407458199	1.11776734316673	0.452316881603727
R77	-0.783670935577238	-1.62425097893468	0.635204368084666	-1.15342878469009	-1.17655643635096	2.65187871859927	-0.231866722895548	1.45043254465889	1.8891891722775	1.29609957267733
R43	0.464577503034159	1.31803641874428	2.63059924547729	2.27038178950092	0.885338146504579	-0.572728996730908	-0.685689025470356	0.745746941271502	-2.44946271305623	-1.95343565488581
R59	-1.44307868723333	-0.745885213935572	-1.77217733469887	-0.280855367449224	-1.55573281129619	-0.184127456099997	1.77396079042961	2.41829857736572	0.700845491910075	1.4872204766962
R23	1.51786836830191	0.802809669906146	0.889766036121094	2.37643734965672	0.50286560007459	-1.86390120164943	0.127038005109672	-3.03025076128448	-2.24216875714528	-0.236403522147397
R98	-2.75862707741876	-0.988250878965646	-1.31419206092997	1.75586249240738	-0.217745776399583	1.64788465772536	1.72861236868914	1.72136833878956	-0.615272768579778	2.00759181030331
R15	1.61085671026284	1.17384897608055	-1.09255997301919	0.711958435514883	0.748918664416784	-1.30651200020072	-0.688604369767203	-1.35822295755931	-0.786002005176143	-1.89950078417488
R11	1.87521133645327	-0.0706546643022232	0.150820245351368	2.62419824949186	-0.223533493446987	-1.89320421496324	-0.599951712124918	-2.01949806424957	-1.37327913880767	-0.944469846248921
R62	-0.256113420601704	-1.66914615092672	-2.83251917723714	0.323944614027133	-0.813335803661755	1.32911966319856	0.172691969015243	0.203470548615535	1.44877885292323	0.884363285708455
R33	0.895909606088215	1.93149115654222	0.702188960041956	-0.582464458055649	1.17956104042168	-1.39933510184256	-3.78023169559284	-0.0310269114723051	-2.32764829163332	-0.847325844962991
R95	-0.623423423757151	-0.646249300177559	-0.690337112373166	-2.26998939098648	-0.522245738656831	2.12707058522037	1.38490532807857	-0.12878888255151	1.55899783967673	2.20152565293922
R63	-1.1955984654203	-1.00405461990777	0.0239591667505825	-1.22556961352898	-1.4304601561958	1.43148928521842	-0.53685851942747	0.714652327977321	2.05506520163466	-0.311635540452689
R2	1.98240794652642	0.862539304628214	0.979584893388031	0.539677091837296	0.853082677193218	-0.489363767630329	-0.676935853825783	-1.76296624268501	0.0532193534585657	-1.4893644236835
R38	-1.3764288078349	0.917675171816855	0.822362179231721	0.811982464235725	1.83543358351925	-0.476913036659509	0.661489476963795	-0.814641085294017	-0.785140191620413	-0.0929005203279646
R67	-0.857792454621621	-0.640290138441539	-0.121316639746134	0.116148116094148	-1.2892896432567	1.63099770827044	2.5151737786509	0.308575648244617	1.30843548590144	-0.0210963165483402
R86	-0.369524975839897	-2.41436086944026	-2.26470079271068	-1.49117502565546	-1.21618514027229	-1.34147531774847	0.432444509046009	2.33522954563995	1.4224403614332	0.679341521548385
R50	1.48671182469443	2.11562541191174	-0.820534077834498	0.995998120756419	2.07805299867986	-0.158114362149942	-1.07171769708582	-1.52885980344769	-0.633750583020799	-1.33754416660837
R91	-0.7544683606691	-2.41463751292269	-0.668200106331826	-0.88003102392928	-0.902479906553458	1.6541544200577	0.298094584699322	1.27505179687512	0.749778554431617	0.721775550692331
R40	1.6894359866832	0.310670750412702	0.625372962922303	2.24875974818093	1.59885027826617	-1.06334200936909	-1.76608678631985	0.451891832083285	-0.357297832715193	-1.17430743337055
R42	0.331281887780016	1.54142377018408	0.614740863186938	0.562447142439967	1.62950534884949	-1.02878781560099	-0.549428149135161	-0.38893426360791	0.944800153172501	-3.08853095870065
R88	-0.898093779702138	-1.08060311368352	-1.90643395442013	-1.78594267766315	-0.73806819590998	1.91722212756573	0.320567922673952	1.30238560310174	1.09664331304303	0.175039897602354
R73	-2.28437737134432	-0.400885195320556	-1.52172242076079	-1.54425827240684	0.220491835831269	-1.03989860640567	1.63082965240646	1.75961482053522	1.21144434492674	1.58811603031005
R27	1.24273148769681	1.52683583571975	1.51664801267378	0.747214449507424	0.203982162624223	0.136004545630666	-0.241385203118444	-0.657436363043533	-2.02391258374737	-1.32413223332502
R69	-0.506141292725756	-0.345719701148617	0.199605538728485	0.315996446206244	-0.501755730018737	1.04685377397256	0.993976567816615	1.70160125178161	1.76534911100571	1.040346392953
R10	0.230307726502547	1.75415832756251	1.37830106769018	0.482204227783542	1.42690619133448	-0.626584028795413	-1.49145352344398	-0.184563670918857	-1.55655309105844	-1.82604525014461
R92	-0.115618690251049	-0.15281379388587	-1.04875481437499	-1.53345226145003	-1.12734253478594	2.40499251079638	1.94794500685413	0.885125042781609	1.16484498292337	1.71695447426277
R17	0.671770223795522	0.621515300689767	1.24711838310493	1.51882445031079	1.31189234553582	-1.44325426162921	-0.540543141193319	-0.496646047322771	-1.01524689835768	-2.18651821790668
R97	-0.813609875105488	-0.207631568756489	-1.09321755941554	-1.23509123008427	-0.254714453739652	2.25483429218322	0.977579523244848	0.392326178143869	0.935424072856574	1.72395443263933
R44	1.13003934493554	0.666922868119733	-0.271291513229633	1.03911979974331	-0.0150035959482504	-1.85031893599946	-0.224546413559331	-2.06733486591408	-2.85130581900574	-1.20245090778767
R89	-1.73423916260938	-0.750925614169709	0.834726928275526	-2.6292046888779	-1.47710446375647	1.83947502105129	0.584773721720488	2.05322899498509	1.25359769306325	1.38392511274863
R24	-0.694406645042491	0.77479594070945	0.986010165002884	0.877879395068189	1.258611932694	-0.199627663191377	-1.54409507644361	-0.255527875874798	-0.747915525148563	-0.159064555060145
