gene	log2FoldChange	pvalue	padj
TEAD3	0.582763123088211	3.56310015765874e-12	9.15597970513041e-11
DNAJC11	0.0267002536378212	0.790866394254517	0.898237794962515
FMO3	0.234341506677053	0.0339800341304571	0.110249193228827
MYLIP	-0.48984068194359	4.57858729409456e-05	0.000391311856432095
NOX1	0.374159284153044	0.282085215741922	0.504312367382764
PSMB1	0.0375795802393048	0.64659283183854	0.815799364278814
SYN1	0.477389447201144	0.139559006228287	0.315918478641569
JARID2	0.421348379253311	0.00276809471065508	0.0142976496646164
CDKL5	-0.212322887186029	0.296086020013372	0.520293396007086
CAMK1G	-0.107300995548547	0.644578673612665	0.814666283282242
CDK11A	-0.171537022259803	0.58972960096185	0.776727877071287
NADK	0.751504771855727	5.63963498975006e-10	1.12486277195299e-08
DLEC1	-0.0102356970922555	0.7356993964623	0.869029381938576
CYTH3	1.15758697738778	2.17408263765923e-30	2.53939440207803e-28
ADAM22	-0.215869813014021	0.510410871377314	0.716126564282048
SYPL1	0.269195774943165	0.00995890731279901	0.04154467415061
CYB561	0.00268952512431422	0.983007664608772	0.990873482316895
SPAG9	-0.0360492056569812	0.639618121368836	0.81118961875995
CELSR3	0.240716266714547	0.232189221128257	0.444390128971248
AASS	1.06909504109183	2.4416283036852e-24	2.01310295113468e-22
PLEKHG6	0.319492787327291	0.456220974087099	0.671184842366765
SS18L2	0.492449632139922	0.0132702829518508	0.0523009260101317
MPND	0.0567973088818355	0.787064513644873	0.896229037879965
MGST1	0.0971531918142898	0.2810882439915	0.503193089324598
CRY1	0.0786836965446936	0.605389657325741	0.787502068714926
NFIX	-0.329047457292462	1.23045263049942e-06	1.45484038780982e-05
ST3GAL1	-0.589161245960203	5.2059979741643e-10	1.04241658137228e-08
MMP25	-0.194210415490456	0.450353093243069	0.665659272629304
IL32	-0.727641710462046	9.42799393435111e-05	0.000746554923035755
PKD1	0.462104457603529	0.000245237406504233	0.00174806765302
MAPK8IP2	0.290860651435333	0.435623371538197	0.653922806189847
MED24	-0.0303403220492197	0.74199577952849	0.872556702674873
RHOBTB2	0.530331448084978	4.99144424103051e-06	5.32950743131637e-05
HEATR5B	0.0361726347207345	0.704830118606092	0.850251996609712
SEC62	0.165892713025417	0.0366921791502112	0.116888053540679
RPS20	-0.0423579515132214	0.554252297856849	0.748354665763805
CSDE1	0.00377288269483425	0.960135221383212	0.979954181384625
UBE3C	0.20005378241959	0.0109774360071	0.0450013582444741
REV3L	1.06208252191937	5.92964401889088e-18	2.77882223353372e-16
TENM1	-0.373849402918414	0.407195964997249	0.626420997604003
MASP2	-0.356535793590841	0.177239396969183	0.374059046966479
FAM76A	0.533132582428819	0.00183728345386442	0.0100665374170866
TRAF3IP3	-0.162143955804163	0.668381265176848	0.829584796852089
POMT2	0.0781316292198199	0.50898514262609	0.715004578064111
VTA1	-0.0598997573566928	0.533081675850204	0.732601237031682
MLXIPL	0.524656445159292	0.168417032129363	0.361248442038191
BAZ1B	-0.0454003003089549	0.61250693905507	0.792783074744046
RANBP9	0.697432605990165	9.33684891460312e-09	1.58716137337763e-07
ETV7	-0.607369787577176	0.0798673409260319	0.209492116773998
SPRTN	-0.0659422501152037	0.665160135310443	0.827652244872602
EEF1AKNMT	-0.0330812620265782	0.743167561352303	0.873202062256501
DYRK4	-0.235413048351293	0.104231080948058	0.255125385943349
ZNF207	0.113922071169256	0.141079625549644	0.318612225973987
UQCRC1	0.459745052340097	4.13045524450973e-07	5.34704945086911e-06
STARD3NL	0.0427680819005809	0.67673572158922	0.834646136746067
CD9	0.555124618937477	4.28281103850348e-09	7.68712230403338e-08
NCAPD2	0.0235591330821135	0.820224852441597	0.914177741995251
IFFO1	-0.0778498562139445	0.417865507834311	0.637318270826927
GIPR	-0.78776003864095	0.0242037684335002	0.0845623615925007
PHF7	-0.0301850581839444	0.871351841511298	0.93955543627655
NISCH	-0.26666219166983	0.000776022369507723	0.0048225364341274
FUZ	0.142826942627361	0.351907286296912	0.574390531730507
IDS	0.183408194176439	0.0398195134874172	0.124203370210196
PRSS3	0.0729127061921813	0.874703285864305	0.941180491412928
ZNF200	-0.123660047020485	0.478178574317183	0.689564521791115
CD4	-0.221316349796633	0.32398911882281	0.548232965769564
LRRC23	-0.233062853364789	0.157039305406392	0.343291083334148
HFE	-0.157020642230918	0.226880847803814	0.437816635472187
SCMH1	-0.00993442005475388	0.920287240999486	0.962683267638922
FYN	0.0514810207538852	0.562483699687098	0.755762412355178
HIVEP2	-0.355273969456664	9.19294515010693e-05	0.000730225802804475
FMO1	0.406710274745143	0.0687262490656046	0.187976105746584
ELOA	0.172528609010722	0.0610265117649786	0.172548461102593
LYPLA2	0.205347131386385	0.0636323665901513	0.178152138748312
CLCN6	0.0843030470359126	0.441537317449509	0.65839076031478
MRC2	-0.223572001710653	0.00373750570623043	0.0183752751845219
TSPAN9	0.280051155845224	0.00118829911222549	0.00691781062546671
BTBD7	0.0556366609644991	0.545278301005743	0.741850259955276
APBA3	0.0918806863771748	0.54576226426302	0.742024919788999
MKS1	-0.29596542967194	0.0653370018500084	0.181650583681109
ABHD5	1.05360383454922	3.22005627166553e-10	6.60197175485894e-09
AKAP8L	-0.185600869535837	0.0986222451061902	0.244580629732546
MBTD1	-0.300479269559358	0.0183970844546296	0.0676796348526857
UTP18	0.237950258620039	0.044718467901894	0.136231839184233
RNF216	0.00601051927772109	0.940883170096394	0.971691660133643
TTC19	0.12057710812523	0.336864631390001	0.560459575566099
PTBP1	0.341945717713087	8.70558950649606e-06	8.85958937367368e-05
DPF1	0.111227957912703	0.74062397279047	0.871707672644652
SYT7	-0.860710193370218	4.0509443981899e-06	4.40772482225066e-05
LARS2	0.0278161928803275	0.808282987358513	0.908449270964685
PIK3C2A	0.346407387826124	2.84091464609505e-05	0.000255848259424611
PLAUR	0.0411261022677561	0.767454835257019	0.885906688785712
ANLN	-0.0199765435218266	0.880177237084131	0.944039835920914
WIZ	0.0686737442145337	0.471541630841054	0.68496597553301
GPR21	0.414164000862804	0.000169507590523957	0.00126376597229128
DCN	-0.100746851010537	0.168073737520097	0.360763791840076
QPCTL	0.645894127144196	9.50620179924546e-05	0.000751623688927008
PPP5C	0.532966306282965	2.46309893815626e-07	3.33708782324193e-06
CEP68	0.149675014886726	0.203332153583991	0.407850727518749
MAP4K3	0.788992060012851	2.36976488124031e-15	8.80410480456941e-14
ZBTB32	0.0966847514894483	0.713012693285568	0.856766536653656
TMEM159	0.10251200378351	0.388851981064263	0.609590223085797
BRCA1	-1.15611884741375	7.64745970666664e-13	2.13990079414494e-11
ERCC1	0.00751638947954413	0.953740063690661	0.977840424390385
SEMA3B	-0.72539162839116	2.95164577635566e-12	7.68724232767764e-11
MBTPS2	0.108098250932198	0.29204542645097	0.515780729363705
PRICKLE3	0.155339514539649	0.380512895853312	0.601409310944784
EXTL3	0.0847587482789007	0.343597422377874	0.566036211573866
ELOVL5	0.389813505331946	0.000738527806867585	0.00462119388242063
KDM5D	-0.120240233469258	0.322779694373982	0.547001245093213
CALCOCO1	0.398222779249803	0.000166132417015693	0.00124160426832184
UBR7	-0.128118106283205	0.275574886021609	0.496821046852334
MAP4K5	-0.103854606305752	0.188144276571781	0.38900475475174
EHD3	0.445306436097931	0.00292889458233187	0.0149975744504792
PSMC4	0.129454688807186	0.159975078779664	0.347883746773605
MAN2B2	0.0687628455946274	0.472051664138806	0.6852662257492
SLC7A14	-2.64473636659884	1.61068577662355e-39	2.85443141425079e-37
CLDN11	-1.67710414986611	1.6962168909236e-24	1.42131913175326e-22
SLC25A39	-0.021855617245818	0.818616548253257	0.913233825449716
MVP	0.132235678496169	0.069493415615144	0.189794754844202
NUB1	0.162271979047227	0.0921601751298154	0.232671619477893
PGM3	-0.285383233148094	0.0074969840405955	0.0328656525271258
RWDD2A	-0.27005888417244	0.0488945276754683	0.146067782929736
CLK1	0.248955853314195	0.0592611765460685	0.168515090370211
POLR3B	0.0897453696755206	0.496439548401542	0.7044935213455
ANGEL1	-0.30527558309796	0.0162199509539127	0.0614018400353435
RNF14	0.303113550518023	0.00468750321329458	0.0222992670603443
DNASE1L1	-0.0114497662394276	0.933317317280415	0.968765173076423
DDX11	-0.487304920599737	0.00104229422509117	0.00619727711919613
HEBP1	0.374253276972698	0.0013770363459531	0.00787505429595879
GPRC5A	-0.150487319870468	0.340854816569651	0.563609092874002
MAMLD1	0.344522499206077	0.00315098455427724	0.0159352466897355
TACC3	0.123689721668698	0.565806794331909	0.75870665811527
UFL1	-0.111556198601687	0.294952128837192	0.519069960325514
POLA2	-0.205669212012	0.186728213320263	0.38706313430651
ZC3H3	0.0125153656826383	0.905711701048472	0.955801711619804
CAPN1	0.259519171142314	0.00201091172473465	0.0108977985841683
ACPP	-0.416268821752642	0.242830879553221	0.457679366100969
MDH1	-0.0760017871034184	0.358263757054097	0.580051015796766
SLC30A9	0.12380798567563	0.184094803218873	0.383223545874316
MTMR11	-0.43976568005169	0.000176775411747318	0.00130971806742919
COX15	-0.08837726346023	0.378583914466253	0.599466652279006
CCDC88C	0.24145625377812	0.640634082396131	0.811743612950653
YAF2	0.375188290120837	0.0235531397956928	0.0827203438200438
ZMYND11	-0.0353586106007319	0.654911365055831	0.821463018746404
WAS	-0.550159887014091	0.115597830511615	0.275661742180977
BID	-0.00110871632065601	0.993527933376866	0.996917187395268
MATR3	-0.150525614863309	0.0509734714088058	0.150675770332455
NPC1L1	-1.64879441178545	4.20687834413566e-06	4.54531536859731e-05
XYLT2	0.0401469197573045	0.698872317402232	0.847174572663543
RGPD5	-0.210849157392534	0.0225535856435215	0.0798831112914805
NUDCD3	0.0229292451267678	0.797866019036799	0.903077113792281
CHDH	-1.79850383441908	2.63078520311529e-14	8.64849600461227e-13
IL20RA	-0.613783678556866	0.0724679058969202	0.195457189513652
GLT8D1	0.0757183763139349	0.392826550036099	0.61345080000573
ATP2C1	-0.153005786066872	0.0927433095349493	0.233813358457159
IGF1	-0.437537013449061	0.00407357418990558	0.01976907990556
SLC38A5	-0.931835097946439	4.36353293509666e-07	5.62046372542359e-06
RALBP1	0.551558635110981	9.67975836405494e-10	1.8915401071863e-08
RUFY3	-0.308119175878953	0.00192114705089349	0.010470217472844
CNTN1	0.338996999162924	0.180953377605999	0.379016326033051
SLC11A1	-0.00908297830385095	0.993874450677451	0.996964804580945
WWTR1	0.107970770106781	0.201633703098775	0.405741116467883
AGPS	0.135676789230432	0.176939125901227	0.373653943726219
CXorf56	-0.10895357235267	0.391733190616998	0.612366920474086
ATP1A2	-0.898654157495006	1.84973698901877e-14	6.25422037208146e-13
TTC27	0.00209887107521634	0.987101695279023	0.992794322131729
ZNF582	-0.0772432913607525	0.740892437856749	0.871791162853954
VSIG2	0.270085243044996	0.66829412038234	0.829543414222278
PHLDB1	0.341795228667025	0.00190350908585364	0.0103924585997491
CYP24A1	-2.11257490348669	4.57320261507546e-07	5.86115028422556e-06
PRDM11	0.379042285799318	0.0318595466079081	0.104691067689839
SNAI2	0.0758861403904245	0.870156520704385	0.939040612880255
CD74	-0.569534099914223	0.0290054722005453	0.0974518131157133
HGF	-0.948092212882269	9.41171772256894e-13	2.60053519438294e-11
ZRANB1	0.90456443692916	4.93889742361101e-19	2.61676702670909e-17
NCDN	-0.499038201352487	2.20745984162748e-07	3.01458067654672e-06
ADGRA2	-0.330848185328255	0.00358302696203664	0.0177630577815694
ZFP64	-0.288631491233068	0.0557924400146811	0.160905409770198
MNAT1	0.0570414605566854	0.715581364624666	0.858238271115477
SAMD4A	1.18048897890293	4.10668503854355e-39	7.11425504767016e-37
RUNX3	0.34946776239529	0.0861987182472314	0.221096629169159
MRE11	0.0484062646013181	0.684442849355317	0.838317433377842
PLEKHB1	-0.278742908662477	0.400282487649027	0.620069867836099
SERPINB1	0.578648382313408	6.30191884562992e-08	9.5444975208175e-07
SPAST	0.0691964111224024	0.556988316426661	0.750930907893168
NRXN3	1.41725795995248	9.05797701717403e-06	9.17843078080952e-05
OSBPL5	0.396028406290404	5.32109773261452e-05	0.000447576022048285
AQR	0.214080426180952	0.0244460746990719	0.0851773061492181
CPS1	-0.302649471761573	0.0129546088841518	0.0512927991206606
FHL1	0.499635665359446	9.93250861964793e-10	1.93357850880975e-08
RTF2	0.0920335768383463	0.360913943594578	0.582982837332762
SLC45A4	0.248989726913312	0.119281388675079	0.282717978569156
RNF10	0.268459005155445	0.000556408243781673	0.00360752830219758
ZNF839	-0.186379850439401	0.253462927294722	0.470150554984363
ZDHHC6	0.183220211202091	0.0642359175567657	0.179515928383218
GRAMD1B	-0.626481854692932	0.0035591460420515	0.0176787737359375
RNH1	0.145222687375923	0.128873443648548	0.298388760200228
NDUFS1	0.117233939889529	0.193288623529657	0.395235036828435
RB1CC1	0.115925288532462	0.306345465744025	0.530819778696491
ERP44	0.218414377538908	0.0126948320938703	0.0506151852141951
ALAS1	-0.269430290392227	0.0040628088177793	0.0197292555441012
BIRC3	0.443592905207935	0.119052784690093	0.2822629300864
AKAP11	-0.0583435942766414	0.479305194344398	0.690368111929689
GLRX2	0.233119432086142	0.265470630170957	0.485646200281895
SNAPC1	0.694798324361007	4.69511650845956e-07	5.99745702795604e-06
DERA	0.306709075528903	0.00379900547151142	0.0186182664843494
STRAP	0.270481982610679	0.00377303850684786	0.0185204418015219
ABCC2	0.239064291021081	0.539778276067439	0.738447334552597
DEF6	-0.163215943411835	0.703612658463773	0.849706804349939
PLEKHO1	0.39721265581919	6.2960166499714e-05	0.000519935643863197
GCLM	1.1895084357938	2.92429665096013e-25	2.63665530786569e-23
UBR2	0.122053387119953	0.190247797496535	0.391255241003278
EHD2	0.167257060144523	0.0258860314452088	0.0890872394692478
DEPDC1	-0.218950690955552	0.484591700857215	0.694436240458847
CCDC28A	0.153841909350095	0.362088162997556	0.584010629053151
RRAGD	0.35657524674357	0.428442360499112	0.647754230762948
HSF2	-0.234781697746936	0.0954662294613294	0.238673313740032
PHF20	-0.118826346766186	0.19402421938778	0.395801192712463
HSD17B6	-1.84593028695927	2.89151456389225e-16	1.15795770249586e-14
NR1H3	0.1452506449079	0.30802845574981	0.532735527042814
TYMP	1.15166030919686	8.03909763735142e-10	1.57693139150998e-08
NCAPH2	-0.0935797032165177	0.458699639232284	0.672648947848902
TOMM34	-0.484478348205079	2.14991972301634e-05	0.000200650498120253
SEC63	-0.0598673400829739	0.423695813366064	0.643283313685669
KPNA6	0.141205879172894	0.0942700299901455	0.236721211115872
VIM	-0.390817760277331	0.00239130364930303	0.0126437310236468
RTEL1-TNFRSF6B	-0.285074133773314	0.360355535981275	0.582385917584832
FAS	-0.0554207205713358	0.582383575419901	0.771332168200186
RNASET2	-0.411919897943921	0.0332284779427171	0.108320556424242
CD44	-0.183944822652284	0.0657379758563806	0.182424066190367
KCNG1	-0.451960525934327	0.139737861342877	0.316230492614777
AGPAT4	-0.157132699264176	0.203159875314326	0.407818887045472
BTN3A1	-0.877445822863431	1.93161673267709e-17	8.58261290617157e-16
MIPEP	-0.337698583235106	0.00732454090378378	0.0322104311621615
PRKCH	0.951627401980284	7.2396939767038e-05	0.000588721528126683
IFNGR1	0.379031952455652	0.00347179967516535	0.0172954219102337
B4GALT7	-0.134036405254443	0.327485716388934	0.551521002215683
VRK2	0.186131411679618	0.207226505672263	0.413648144025757
TNFRSF1B	0.790262396581231	3.25819515328395e-06	3.59333711540286e-05
VEZT	-0.00373562237881092	0.965675553004445	0.982659745823975
POU2F2	-1.63952193658521	2.08842621223113e-08	3.40373735097036e-07
BRD9	0.0132860394006514	0.909097646698876	0.957312687448697
SNX1	-0.0781265796644396	0.289326032831649	0.51297479004121
TBPL1	-0.330257870099051	0.0103782083033785	0.0429675659563612
ARNTL2	-0.0421607083689122	0.751648586115805	0.878098175067824
BCLAF1	-0.0527461588074967	0.503697930795382	0.710520208565292
SLC39A9	-0.12492286014221	0.191452860875636	0.392791546774075
ANK1	-0.203698147301863	0.328269739349562	0.552117687497715
TFB1M	-0.012201296603335	0.961824835647102	0.980651720407817
RABEP1	-0.00134900976181763	0.986458836997383	0.992380422081799
HMGB3	-0.371887021291311	0.000318444627138154	0.00221061650662587
NUP160	0.0380615791210745	0.70261465874633	0.849307158647661
BAK1	0.116134980095223	0.449442798236883	0.664956248269481
MUSK	0.0415413234084376	0.93738226152326	0.969970450212458
IKZF2	0.297386763527892	0.143566105165114	0.322462997619289
GRN	-0.190969955673826	0.00707729380369035	0.031382719547109
FAM13B	0.0327641523582787	0.752056460757085	0.878098175067824
ARHGAP31	-0.684240069823178	6.40583528556721e-08	9.69236196593477e-07
CENPQ	0.0871378980335118	0.670257119396722	0.830642574299386
SARS	-0.533732433333012	3.50832045117047e-09	6.3562026693474e-08
RANBP3	-0.388812166818946	0.000938375556983679	0.0056625731262522
ARID4A	-0.00280836757598663	0.976839318360607	0.987924474285591
EIPR1	0.0382797201296709	0.826134643460332	0.917609965627218
PNPLA6	0.182473664573124	0.0540980459327898	0.15743368671041
IFT88	-0.624049798033594	8.57131253129708e-06	8.74602889527057e-05
ALG1	0.0388270356244499	0.761583003944119	0.883106283821446
ZCCHC8	0.101577195358487	0.42560338938899	0.644972779398412
ABCF2	0.334536403463077	0.000324674975241854	0.00224477074810713
CHPF2	0.0439154252567029	0.653793796538254	0.820728932993551
LRRC7	-0.221632596190333	0.553045487290351	0.747379728551375
FUT8	-0.270426558946359	0.0434685908300354	0.13316088484353
UBA6	-0.240309143345007	0.0257740551484328	0.0888406846140256
GAB2	0.355922336698426	0.00157866922188345	0.00887346775902264
ATP6V0A1	0.413442855182519	0.00246488430151439	0.0129440007359499
PIAS1	-0.0430964366888458	0.660297233831614	0.824395720399695
SLC4A7	-0.916632194720408	8.72535432002205e-22	6.00569254045089e-20
APBA2	0.0134293666425155	0.998981993749031	0.999111597017551
MAP2K3	0.834223765806244	3.56285050659155e-07	4.68303743483619e-06
EFCAB1	-0.142269807062229	0.620611301643494	0.798480567794564
TMSB10	-0.125776459626433	0.174089185784239	0.369609896229882
ASTE1	-0.630495218017858	0.00108852058818331	0.00643019556651734
RNF19A	0.187069477600127	0.0745419219213567	0.199425186913669
PEX3	-0.399327052359696	0.00186947629870374	0.0102211296359625
