GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
10021	-0.085683487	0.001465355	-0.023500494	0.02464007	-0.009822825	-0.000782266
10022	-0.089680294	-0.024080333	0.014045646	-0.015451123	0.026008771	0.009449919
10023	0.233533052	0.083826172	-0.328201742	-0.483571258	0.108723974	0.381201543
10024	-0.091777902	0.000226579	0.273397273	0.121737243	-0.000141246	0.067687165
10025	-0.456074274	0.119365664	-0.156535892	-0.056480795	-0.103704336	0.032258253
10026	0.630027842	-0.288564848	-0.052862543	-0.109098882	0.231914899	0.367302394
1002	-0.102359918	-0.059709119	0.051851021	-0.193089949	-0.12418334	0.022612684
10036	-0.032717344	0.042108439	0.003376401	0.08366602	-0.034863922	0.01602917
10038	-0.364420141	-0.182951221	-0.477671946	-0.293782247	-0.083252486	0.09081166
10039	-0.100739821	-0.040156314	0.111320347	-0.337672746	0.004962297	0.018180048
1003	0.987010818	-1.140644533	-1.046619326	-0.668627919	-0.361186243	-0.343913496
10040	0.26844338	0.350862148	-0.390022619	0.471194552	0.14641516	0.349053855
10042	-0.126437639	0.229482603	-0.124753857	0.173028912	0.023797913	-0.066006152
10043	-0.085603893	0.274683622	0.044189702	-0.215832025	-0.01910539	0.136119398
10045	-0.302736525	0.187078386	0.201669565	-0.682143749	-0.213048915	-0.016412745
10046	-0.306654094	0.472456489	0.350442088	0.37345113	0.088186662	-0.231284007
10047	-0.278574971	0.038527193	-0.158524043	0.497047639	0.003145967	0.036661994
10048	0.426375368	0.038863267	-0.035399472	-0.021500529	0.304862029	0.068667874
10049	0.311067517	-0.113860133	0.043724813	-0.184449525	0.054242543	-0.019626876
1004	-0.019445158	-0.039810629	0.002867112	0.113113107	-0.046177158	0.021249589
10050	-0.089424618	-0.016707524	-0.085056749	-0.011873663	-0.040780792	-0.045805916
10051	0.343929371	0.413132416	0.157204153	0.322599644	0.331248158	0.110608657
10052	0.018700173	-0.010053641	0.080465149	0.20974589	-0.052469132	-0.060814147
10053	-0.438005064	0.498298426	0.248725563	0.257873899	0.119674114	-0.03402428
10054	0.131844189	-0.087318155	-0.610342952	0.337737953	-0.087869469	-0.252455339
10055	0.170562255	0.225546354	0.305479359	0.300228806	0.079703444	-0.082646788
10057	1.011065244	0.773002203	0.786557005	0.842303154	0.387605322	0.327871081
10058	-0.158613563	0.201132785	-0.170865818	0.39333248	-0.104811099	-0.028091854
10059	0.411245852	0.196565044	0.116978902	0.126760221	0.181831709	0.10565951
1005	-0.006042167	0.035712371	0.096466383	-0.044153196	0.074765384	0.150321904
10060	-0.009498639	-0.001844574	0.003709778	0.00437575	0.003881674	0.002839474
10061	-0.442771714	0.0129131	-0.0626984	-0.289758382	-0.256216633	-0.00973016
10062	-0.478110993	0.496571254	0.061821652	-0.473413929	-0.005671128	-0.034831815
10066	-0.309524471	0.424651408	0.16900926	-0.415291928	0.174674459	0.026230761
10067	0.260654564	0.572530572	0.196179965	1.385202802	0.086881895	0.294734974
10069	0.244011922	-0.188509285	-0.255259069	0.212352085	-0.007618133	0.076758864
1006	-0.060657282	0.009896663	0.019646637	0.031764919	-0.005545074	-0.031821207
10072	0.372508866	0.787989138	0.512014592	1.147548438	0.408838438	0.536274065
10073	-0.065352001	0.071034971	0.003381019	-0.417206831	0.386667766	0.030334959
10075	0.091691175	0.115522086	0.053676157	0.670385748	-0.112170409	0.061738412
10076	-0.154302275	0.042997484	-0.011701675	-0.140940243	-0.163567944	0.281061197
10077	-0.112255964	-0.057428092	0.142208544	-0.040230055	-0.047716415	-0.00820557
10078	-0.24728932	0.135254528	0.042960433	-0.158868209	-0.105469461	-0.071347665
10079	0.553592519	-0.610601357	-0.01872028	0.077084481	1.104808791	0.404419615
1007	-0.092262898	-0.104875014	0.139725179	0.153339234	0.170161592	0.074519389
10083	-0.864646824	-0.136520471	0.057330156	0.186972841	0.220861167	-0.066191819
10084	-0.017232743	0.102905128	-0.212530756	-0.31099946	-0.018295126	-0.062596134
10085	-0.192383445	-0.148461933	0.113896776	0.253070977	0.136448278	0.195692013
10086	-0.130953078	-0.009586591	0.063001449	0.012491405	0.049092385	0.01282858
10087	0.14278524	0.203964772	0.024462678	-0.06635846	-0.413000498	0.228722142
10089	-0.21037179	-0.108190863	0.188552099	-0.014775843	-0.120007804	-0.100196998
1008	-0.079367695	-0.074793454	0.078022774	0.043666437	-0.107241853	0.007169551
10090	0.177704796	0.110620942	-0.099153466	-0.175088438	-0.422952954	0.065670611
10092	0.400356236	-0.557897402	0.080947796	0.493968214	-0.087557686	-0.41065554
10093	-0.017711613	0.233115437	0.214783907	0.378440999	0.021519939	0.060276495
10095	0.179637973	1.304522545	1.103988479	0.972348218	-0.080895907	0.302439496
10096	0.863032392	0.562448479	0.49487442	0.889763023	0.245671655	0.360665418
10097	1.196698659	-0.176535203	0.020280643	0.17853098	0.290891761	0.374062613
10098	0.09746726	0.832086199	-0.393836712	-0.648106891	-0.305887406	0.617760794
10099	1.809517394	0.918628509	0.273302705	0.203313896	0.690135619	0.477394664
1009	1.197424706	0.125747809	-1.004122525	0.022756198	0.210959256	-0.702071015
100	0.07560611	0.522093968	0.184200975	0.44957324	0.225447242	0.044115998
10100	-0.237855945	-0.013963379	0.028467001	0.084955635	0.099340274	-0.123133102
10101	-0.25535167	0.044825357	-0.125150334	0.457874978	0.188205091	0.254176369
10102	0.018869551	0.148242177	0.248746023	-0.166375938	-0.077156154	0.157923967
10103	0.967849532	-0.384015516	1.776476326	0.339463943	1.186759307	0.301158561
10105	0.570000273	0.43517497	0.272215038	0.14142212	0.222944112	0.123804338
10106	-0.252189128	-0.091422015	-0.284402898	-0.773211081	0.017730952	-0.031443956
10107	-0.268058346	-0.080633201	0.038512956	-0.037650123	-0.080010304	0.000935515
10109	0.926621287	0.575764038	0.797681436	0.025268864	0.12839613	0.065388048
1010	-0.109122364	-0.074814057	-0.045051301	-0.018133381	-0.261765882	0.056896302
10110	-0.243815983	-0.02638785	-0.012689064	-0.119897707	-0.027267862	-0.036478359
10111	0.4574672	0.46203257	-0.03309241	0.128036696	0.492505574	0.016810574
10112	0.769002962	0.640022474	1.404880461	2.620629512	0.258116852	0.23156076
10113	0.0335257	0.222241639	0.159466324	-0.066145543	0.004447374	0.095390161
10114	-0.206622802	0.014657506	0.021827223	0.131684163	0.132903984	-0.002207848
10116	0.02208256	-0.026277349	0.026490085	0.056700771	0.050050778	-0.0998581
10120	-0.435694197	0.021296417	0.041964247	-0.386158746	-0.116983502	0.161843637
10121	0.069837776	0.124943101	0.107013913	0.423908859	0.018180214	0.00581651
10123	-0.505428788	-1.509384397	0.492296899	-0.493648414	-0.724372092	0.367404752
10125	1.656841508	0.194328818	1.258450756	-0.173561865	2.02678524	-0.053753875
10126	0.081406131	0.061467865	-0.02304663	-0.010879064	-0.034235719	0.056561735
10127	-0.123375333	0.026190885	0.031292142	-0.055001733	0.267039528	-0.054228498
10128	0.513257039	-0.236248699	-0.467872952	-0.09918227	0.324606734	0.440827162
10129	1.018094161	-0.13524474	-0.691197871	-0.35797203	0.392017531	0.499076518
1012	-0.21292335	-0.029642501	-0.782516497	0.011545817	-0.825645964	-0.361195957
10130	1.47444581	0.174257273	0.722233468	1.128603607	0.403989844	0.360527027
10131	-1.004650744	0.507720275	-0.45243638	-0.388683578	0.060734084	0.113161935
10133	0.024408863	-0.594434563	-0.473346803	-0.076801627	0.182780683	-0.431253325
10134	0.281476182	0.564637727	0.428902033	0.244744326	0.263582922	-0.038496897
10135	0.144544044	-0.547352261	-0.172556735	-0.653648252	0.137190772	0.497674225
10136	-0.214130534	-0.117031924	0.24812934	-0.292489158	-0.075450914	0.268819279
10137	0.462332493	0.209507538	-0.02169795	-0.162811501	0.450736416	0.030432564
10138	0.340163665	0.099429314	-0.024702081	0.120061916	0.076454669	-0.016014039
10139	-0.326889596	-0.066544467	-0.063909222	-0.342068198	-0.228483976	0.17409242
1013	-0.198605896	-0.07745391	0.003188893	-0.082447286	-0.105770343	0.047863435
10140	0.448639736	0.728222562	-1.244027974	0.299487777	-0.167339342	0.405509495
10141	-0.500323203	0.036847125	-0.022671362	-0.026945776	0.067515561	-0.053729796
10142	0.835739224	-0.146826126	-0.129426814	-0.828830569	0.473773368	-0.133463238
10144	-1.168133234	-0.728665479	-0.299113912	-0.060064535	-0.74150012	-0.037306251
10146	0.20474076	0.302945553	0.036219378	-0.103762582	0.090715544	0.06439845
10147	-0.136926698	0.064142421	-0.094048194	-0.005912102	-0.069707321	0.065738483
10148	-0.266167125	-0.002424875	0.13139413	-0.12001608	-0.205711862	-0.103405109
10149	0.030407546	-0.221796237	0.032981956	0.105973538	-0.080351524	-0.054757459
1014	-0.082596907	-0.183146787	-0.044731537	-0.161860827	-0.103258523	-0.072803185
10150	-0.197974769	-0.2851119	-0.229759961	0.139198531	-0.344632088	-0.175720115
10151	0.310897324	-0.134688085	0.122545681	0.000106426	0.315717928	0.069646768
10152	-0.11710814	0.092465739	0.190289332	0.115812788	0.02860793	-0.024831382
10153	0.08904901	0.28604273	-0.078296781	-0.150818866	0.167688793	0.057733786
10154	-0.083430665	-0.029419224	-0.018739244	0.025465545	-0.056638674	0.019387285
10155	-0.300672189	0.294020694	-0.129495427	0.103186346	-0.007354019	0.00640394
10157	-0.072524873	-0.143388379	-0.072788011	-0.000690955	-0.083809938	0.188832825
10158	-0.699497469	-0.130919877	0.905506055	-1.202275721	0.067390451	0.184270967
10159	1.864156131	0.013586135	-0.221307536	0.383187994	0.368602143	0.510511103
1015	-0.053129225	-0.04134456	0.011132891	0.087397084	-0.005940046	0.000521318
10160	0.137122144	0.618984047	-0.011968866	0.208402201	-0.039239613	0.953657777
10161	0.268097215	-0.937916662	-0.838372066	-0.60774515	-0.423650056	-0.232875101
10162	0.218539916	0.009133709	0.020770092	-0.155451265	0.082301266	0.157139501
10164	-0.055748612	0.031734546	0.046991051	-0.058136402	-0.016282186	-0.041461922
10165	0.255412885	0.190844617	0.047281084	0.199581904	0.050577618	-0.260815435
10168	-0.145539946	-0.030385762	-0.092533837	-0.073312253	0.011394176	0.000221455
10169	0.712746784	0.481044333	-0.016477943	1.221508239	0.327904056	0.200417216
1016	0.011230976	-0.028143679	-0.014548025	0.040900404	0.037747892	0.075284813
10170	-0.300796651	-0.03027349	1.219571435	0.01295942	0.029786892	-0.151611999
10171	0.21885248	0.027605826	-0.402322278	-0.11359191	-0.000701714	0.121076884
10174	-0.396776161	-0.235357695	0.027820874	-0.041476766	-0.185607706	0.074725664
10175	1.495975774	0.906394313	-0.259093431	0.367197056	0.454487899	-0.283816089
10179	0.827672336	0.063415285	-0.290596803	-0.262724092	0.108394681	0.207057613
1017	-0.111980371	-0.075662005	0.017821543	-0.007412497	-0.027195672	0.039147339
10180	-0.263817646	0.477908561	-0.021341116	-0.774477291	-0.113644188	-0.075970833
10181	-0.003625212	-0.604097392	-0.37569038	-1.33618405	-0.388646137	-0.112555499
10184	-0.083185146	-1.058776123	0.182043756	-0.004812427	-0.193806608	0.054274907
10186	0.246910577	-1.714829103	-1.418271711	-0.289532968	-1.161448233	-0.513597981
10188	-0.051633088	0.369776139	-0.015635865	-0.267654189	-0.283145527	0.058482185
1018	-0.300466992	-0.080108323	0.087339678	-0.102819635	-0.120092459	0.18802295
10190	1.265461736	0.157410012	-0.024870616	0.619604897	0.703500211	0.096979942
10193	-0.01768842	0.292086538	0.139739069	0.000283822	0.124796495	0.003008117
10195	-0.083570477	0.266380553	0.049279193	0.819585284	-0.109770854	0.339794712
10196	0.106198081	0.285873612	-0.260088936	0.114346059	0.113499061	-0.090150131
10197	0.020586372	0.259412901	-0.065855503	-0.081741131	0.148502745	0.19086125
10198	0.527905905	0.383049864	0.140577727	0.20248733	0.312094121	-0.060923918
10199	-0.253609109	-0.094104991	0.113567589	0.437275912	0.109652335	0.013977066
1019	-0.095710004	-0.084703996	0.530312082	0.920268432	-0.071139446	-0.134602462
101	0.367784363	0.589399221	1.475588845	0.708838076	0.679785491	0.001355099
10200	-0.885790223	-0.496149367	-0.297570596	0.663333967	-0.741719293	0.086103542
10201	-0.15266708	0.120576466	-0.144087992	0.101381408	0.063049711	0.145669497
10202	-1.841708471	2.50487895	4.599050271	-0.91627251	2.887165143	-0.431899082
10203	-0.261134494	-0.135258597	0.119334876	0.111790388	0.188075342	0.06414726
10205	0.025059831	0.082990015	0.442116401	0.332964921	-0.040769352	0.05936196
10206	0.556619193	0.136655759	-0.183287959	-0.071485483	0.093880492	-0.058152274
10207	0.001936947	-0.006047324	-0.02982879	0.024090823	0.059247192	0.142104935
10208	0.206968846	0.027268328	-0.385820642	-0.15256746	-0.086222883	0.118899161
10209	-0.087066107	0.019970208	0.140845184	-1.21066789	-0.010566479	0.056249797
1020	0.201044568	0.256506618	0.078244795	0.519537931	0.054140772	0.260808599
10210	0.618308837	0.247941406	-0.619394167	-0.263218249	0.047309666	-0.013111039
10211	0.075091983	0.593724867	0.096108589	0.081662702	0.25658871	0.570528359
10212	-0.144049468	0.751896809	0.541529326	0.476031514	-0.116059649	0.113215147
10213	0.82883033	0.765317137	0.280543299	0.059566317	0.756348468	0.491040401
10214	-0.203221173	0.029437482	0.094882623	-0.058391393	0.035720734	0.036451528
10215	-0.058918121	-0.073582162	-0.006634059	-0.045896378	-0.026367368	-0.024067986
10216	-0.068793125	0.114531508	0.003514023	0.097176117	0.030092719	0.023474895
10217	0.35262976	-0.575919244	-0.616896653	-0.163510537	-0.321696236	-0.067801853
10218	-0.119790366	-0.584480753	-0.133009478	-0.190709324	-0.691634531	-0.311190079
10219	-0.066321088	-0.129863452	0.000262274	0.0045957	-0.012446741	0.060962412
1021	-0.16146413	-0.075915567	0.003271364	0.05539334	0.066372914	0.020019904
10220	-0.001561439	0.002906634	-0.000186382	-0.003935794	0.001789426	-0.00309241
10221	0.58489204	1.016845855	0.626964016	-0.304920429	0.269801195	0.528663062
10223	-0.063715473	-0.002483951	-0.01415432	0.01142348	0.016402316	-0.005074233
10225	-0.140859535	-0.075511756	0.194062268	0.052134292	0.021110757	-0.103240878
10226	0.002369277	0.211865829	0.17692337	0.258596694	-0.252063217	-0.049258036
10227	-0.177003878	0.304820204	0.083379552	-0.347298809	-0.145193575	-0.036954386
10228	0.59765326	0.397132215	0.273465753	0.434446321	0.376090987	0.170102149
10229	0.369689914	-0.092356691	-0.176699264	-0.053909212	0.086510498	-0.029232428
1022	0.758663092	0.393097477	0.400152552	-0.051812678	0.579515406	-0.095495822
10230	-0.304334299	0.02618779	-0.166313025	-0.542369346	0.15001614	0.008387221
10231	0.752612175	-0.724897463	-0.128225411	0.00486098	-0.416400223	0.077035662
10232	0.000474705	0.000843537	0.000341267	-0.001468576	-0.00057244	0.000495734
10233	-0.035952219	-0.002840031	0.03232414	-0.042722685	0.033053008	0.11811977
10234	-0.054723237	-0.282267479	-0.368273651	-0.117732988	-0.169844484	-0.16325292
10235	-0.49441457	0.035482931	-0.207301313	-0.644737079	-0.130394963	-0.087745711
10236	0.498268328	0.063524997	-0.428273438	-0.527586915	-0.01821359	0.07551916
10237	0.527400467	0.299946338	0.120141113	0.445752927	0.204531522	0.134831405
10238	-0.317140262	0.067139457	0.468484872	-0.102626927	-0.089263555	0.039863626
10239	-0.082067071	0.011872353	0.401142777	0.855955665	0.441984715	0.240195818
10240	-0.487665403	0.008198745	-0.255527925	-0.19619061	-0.010532024	-0.023421411
10241	0.741481356	-0.154648099	-0.16381998	0.307418471	0.031131886	0.246545766
10242	-0.305346704	-0.093830498	0.229678473	0.09193899	-0.154543459	0.137664685
10243	0.009073646	0.072004717	0.030476621	-0.031258676	0.054387313	-0.065855995
10244	0.187440972	0.31142782	-0.593131687	0.576074364	0.092811192	0.023413251
10245	-0.072714058	0.079782443	0.095896583	0.690670647	0.046465558	0.137287845
10246	-0.005322686	0.000591573	0.002056169	0.003826625	0.00045332	0.003742348
10247	0.371116534	0.375047629	-0.050270162	0.002389643	0.172866221	0.014285031
10248	0.058907141	0.559596577	-0.019725618	0.432791037	-0.138153394	0.133452304
10249	-0.243448386	-0.14907323	0.057280073	0.066235583	0.041038564	0.001964056
10250	-0.089894157	0.000981342	0.019461558	-0.40054954	0.267530542	0.262113523
10252	-0.100729122	-1.696560141	-1.392764433	-0.608727636	-0.959218478	-0.060638175
10253	-0.246874487	-0.971179802	-0.81179549	-0.476485707	-0.584938535	-0.518576307
10254	0.46440712	0.154753505	-0.3381821	0.075545916	0.135279698	0.19715966
10255	-0.052022705	-0.033808872	-0.036116112	0.064488922	-0.003069406	-0.026033751
10256	-1.164869301	0.147324505	0.011123683	-0.27826416	-0.291353874	0.005382698
10257	1.600010198	0.957560307	-0.072121349	0.595973714	-0.22741048	0.208103621
1025	0.153653314	0.1233193	0.057571617	-0.347726468	0.004632042	-0.064023207
10261	-0.240340406	0.149352072	1.553946825	-0.330788945	0.227191529	-0.098642149
10262	0.011084038	-0.029164087	0.008049344	0.164467707	-0.052927052	0.039386916
10263	0.173598081	0.129607699	0.146438344	-0.100138593	0.195283301	0.228445141
10265	-0.070586362	-0.064839769	-0.147340778	-0.181267064	-0.084734972	0.060575074
10266	-0.128920843	-0.004918281	0.032849149	-0.036381984	-0.010734922	-0.006722452
10267	2.079140048	0.611873705	1.097052238	0.351299573	-0.000352819	0.023941917
10268	0.862173446	-0.450136996	0.289359226	-0.172924144	0.207890141	-0.184459208
10269	0.980896225	0.326865302	0.087581492	0.302732649	0.579743834	0.121156587
1026	-0.220442885	1.96645905	0.230401122	0.054528277	0.316999303	0.532361273
10270	-0.010553323	0.160290864	-0.050376261	-0.483271163	0.122644053	-0.093485946
10272	-6.09E-05	-0.019574812	-0.057524007	0.194110653	-0.008625511	0.047330474
10273	-0.157654934	0.406268103	-0.079496246	0.056119089	0.252440631	0.169584386
10274	0.132217658	0.045250112	-0.056366613	0.06210763	0.075254268	0.029360019
10276	0.573801468	-0.079444422	0.296239417	0.672950202	0.464531071	0.940354916
10277	-0.311831849	-0.083567154	0.011435571	-0.120474139	0.073265192	-0.043064248
10278	-0.316918008	0.293513926	0.048364404	-0.031031069	-0.367607623	-0.037968693
10279	-0.112017478	0.080516746	0.156403074	0.091153993	-0.464229777	0.260895077
1027	1.736580987	0.224054157	-0.911153733	-0.467605413	0.309378696	0.325057926
10280	-0.152344261	0.354927937	0.199501104	0.128806285	-0.0519632	0.018386217
10281	-0.447972678	-0.071116237	0.005406899	-0.1614872	0.136961764	0.052549213
10282	0.74662581	-0.138434244	-0.256807897	-0.162004319	0.432391681	0.058369623
10284	0.389763378	0.071484304	-0.393028487	-0.156898652	0.08944307	0.037498768
10285	0.343754978	0.15475784	-0.163949087	0.029469659	0.138151533	0.221388892
10286	0.645122364	0.14600862	-0.071400539	-0.182950786	0.432127125	0.17801242
10287	-0.115702245	0.153039627	0.33549633	0.335402536	0.196072615	0.136775588
10288	0.071862424	0.016534329	0.287167679	-0.095459459	-0.013143071	0.051103959
10289	-0.247745364	0.019391406	-0.418993331	-0.537612894	-0.045323491	0.016728515
1028	-1.315835823	-2.43721607	-0.990773343	-2.418583552	-0.286768276	-0.240831395
10291	-0.052613417	-0.127158938	-0.217853685	-0.439877934	-0.105755666	0.062647405
10293	-0.084060233	0.006402641	0.068903788	-0.004039239	-0.006701275	-0.057867983
10294	0.82121748	0.04996327	-0.093271534	0.5730391	0.613462642	0.279556657
10295	-0.107919591	0.013431699	0.0315248	0.242907778	0.083970507	0.058964792
10296	0.221425576	0.018480725	-0.064716589	-0.525247484	0.110357876	0.057320948
10297	-0.072021546	-0.032555298	0.052615481	0.038828231	-0.099409489	0.059352872
10298	-0.14931952	-0.022850184	0.077137692	0.471910888	-0.081605275	-0.004833485
10299	0.205027906	0.227416513	-0.277745001	0.232783151	-0.315393923	0.007480241
1029	0.129198739	0.574884756	0.306605432	0.435012572	0.399101889	-0.028543707
102	0.277991139	0.136842465	0.051589177	0.140963068	0.298429427	0.176252931
10300	-1.168776119	-0.46609111	-0.004033222	0.036916741	-0.01043018	0.05999924
10301	0.420440368	0.590497124	-0.222503051	-0.564319367	-0.342995128	-0.019142121
10302	-0.01205722	-0.021419954	-0.004230309	0.004737919	-0.003869883	-0.002747389
10307	-0.461532758	-0.093450993	-0.204505109	-0.57813154	0.057703308	0.168042211
10308	0.030494794	0.031790311	0.199919789	-0.360763897	0.554006547	-0.078373302
10309	0.943293711	0.500616223	0.010864653	0.142018929	0.013730126	0.06988649
1030	-0.00663425	-0.000396267	0.010908944	-0.014769411	-0.006151428	-0.001942215
10311	0.393522258	0.269876002	0.094069024	-0.210486487	0.245342598	0.076854491
10312	-0.166056572	0.585351184	0.334971108	1.001654833	0.303170781	0.149162027
10313	0.251778421	0.418858984	0.112276544	-0.704371416	-0.048173212	0.199716127
10314	0.727452212	-0.637741506	-0.59259732	0.085418651	-0.063272632	0.007598461
10316	-0.003163706	0.006519733	-0.011293302	-0.021042653	-0.008585571	-0.006794903
10317	-0.022731432	-0.00476443	0.000681399	0.007035728	0.005347655	-0.002473298
10318	-0.223801858	0.610129767	0.077943357	0.226885793	0.156818219	0.024044049
10319	-0.417326195	-0.485449735	-0.166976457	-0.118351225	-0.144956417	-0.012163053
1031	0.092105421	-0.588190362	-0.308415307	0.333763349	-0.444493128	-0.368617702
10320	-0.187726266	-0.056335327	0.12921794	-0.00256864	-0.013244081	-0.064255047
10321	0.129423873	-0.027486833	0.35440362	3.469643706	0.047700548	-0.014857792
10322	-0.334355001	-0.110882016	0.044836031	-0.075239474	-0.077125079	-0.044618037
10324	0.187314767	-0.101211307	-0.45409704	-0.106803852	0.114917406	-0.049189365
10325	0.157162248	-0.099584691	-0.074475696	-0.055017669	-0.188598837	-0.225318295
10327	0.165364091	0.643531591	0.808549274	0.709469432	0.215451588	0.240779422
10328	-0.408054483	-0.374557009	0.053417342	1.223348112	-0.456274916	-0.302398496
10329	0.348913596	0.094844043	0.175981108	0.155718541	-0.18500518	0.124682966
1032	-0.051320682	0.032796812	-0.013583636	-0.096490337	-0.012423951	0.063317373
10330	0.555823803	0.447748901	0.316949544	-0.068498403	0.044310446	0.075893805
