GeneID	Sample1
101	0.367784363
10200	-0.885790223
10201	-0.15266708
10202	-1.841708471
10203	-0.261134494
10205	0.025059831
10206	0.556619193
10207	0.001936947
10208	0.206968846
10209	-0.087066107
1020	0.201044568
10210	0.618308837
10211	0.075091983
10212	-0.144049468
10213	0.82883033
10214	-0.203221173
10215	-0.058918121
10216	-0.068793125
10217	0.35262976
10218	-0.119790366
10219	-0.066321088
1021	-0.16146413
10220	-0.001561439
10221	0.58489204
10223	-0.063715473
10225	-0.140859535
10226	0.002369277
10227	-0.177003878
10228	0.59765326
10229	0.369689914
1022	0.758663092
10230	-0.304334299
10231	0.752612175
10232	0.000474705
10233	-0.035952219
10234	-0.054723237
10235	-0.49441457
10236	0.498268328
10237	0.527400467
10238	-0.317140262
10239	-0.082067071
10240	-0.487665403
10241	0.741481356
10242	-0.305346704
10243	0.009073646
10244	0.187440972
10245	-0.072714058
10246	-0.005322686
10247	0.371116534
10248	0.058907141
10249	-0.243448386
10250	-0.089894157
10252	-0.100729122
10253	-0.246874487
10254	0.46440712
10255	-0.052022705
10256	-1.164869301
10257	1.600010198
1025	0.153653314
10261	-0.240340406
10262	0.011084038
10263	0.173598081
10265	-0.070586362
10266	-0.128920843
10267	2.079140048
10268	0.862173446
10269	0.980896225
1026	-0.220442885
10270	-0.010553323
10272	-6.09E-05
10273	-0.157654934
10274	0.132217658
10276	0.573801468
10277	-0.311831849
10278	-0.316918008
10279	-0.112017478
1027	1.736580987
10280	-0.152344261
10281	-0.447972678
10282	0.74662581
10284	0.389763378
10285	0.343754978
10286	0.645122364
10287	-0.115702245
10288	0.071862424
10289	-0.247745364
1028	-1.315835823
10291	-0.052613417
10293	-0.084060233
10294	0.82121748
10295	-0.107919591
10296	0.221425576
10297	-0.072021546
10298	-0.14931952
10299	0.205027906
1029	0.129198739
102	0.277991139
10300	-1.168776119
10301	0.420440368
10302	-0.01205722
10307	-0.461532758
10308	0.030494794
10309	0.943293711
1030	-0.00663425
10311	0.393522258
10312	-0.166056572
10313	0.251778421
10314	0.727452212
10316	-0.003163706
10317	-0.022731432
10318	-0.223801858
10319	-0.417326195
1031	0.092105421
10320	-0.187726266
10321	0.129423873
10322	-0.334355001
10324	0.187314767
10325	0.157162248
10327	0.165364091
10328	-0.408054483
10329	0.348913596
1032	-0.051320682
10330	0.555823803
10331	-0.282025137
10332	-0.161137899
10333	-0.12470426
10336	0.129553853
1033	0.295500131
10342	1.037656524
10343	-0.011344014
10346	1.17772905
10347	-0.016916299
10351	-0.005897108
10352	0.080971027
10360	-0.480364642
10362	-0.022403465
10363	0.319698307
10365	-0.134242469
10367	-0.212055635
10368	-0.106369842
10369	-0.292641369
1036	-0.075067652
10370	-0.36205851
10371	-0.023609041
10376	-0.071463439
10379	1.893722208
10381	0.025458813
10382	-0.047465959
10383	-0.126654247
10384	0.224210739
10385	-0.191582933
10388	-0.101156489
10389	-0.036879198
1038	-0.000303007
10390	-0.020526939
103910	0.302560388
10391	-0.27890704
10392	-0.831112978
10393	0.179691619
10394	-0.099896974
10395	0.010480816
10396	-1.022545559
10397	-0.122197119
10398	-1.224050585
10399	-1.08088273
1039	0.153728089
103	1.204625205
10400	-0.263035221
10401	-0.685285317
10402	-0.119613289
10403	0.498150341
10404	-0.125426665
10406	0.719745829
10407	-0.17821467
10409	2.445241825
1040	0.335445162
10411	-0.675198567
10413	1.317730893
10417	-0.025454482
10418	-0.132530501
10419	0.081334128
1041	-0.329426793
10420	-0.078790724
10421	0.17418424
10422	-0.002206376
10423	0.030842001
10424	0.199101907
10425	-0.552875423
10426	0.113078043
10427	0.519524878
10428	0.012110011
10430	0.15978458
10431	0.960141204
10432	-0.37508204
10434	1.177585097
10435	-0.255163743
10436	0.430475886
10437	0.773711255
10438	0.251764062
10439	0.907799413
1043	-0.337103747
10440	1.075792419
10443	-0.390364238
10444	-0.279793866
10445	-0.011736472
10446	0.378852752
10449	0.528260751
1044	-0.5417694
10450	-0.310530354
10451	0.475214608
10454	-0.114410197
10455	1.008667136
10456	0.661660382
10457	-0.232580001
10458	-0.255722746
1045	-0.224306247
10460	0.274382824
10461	-0.555157622
10462	0.065002039
10463	0.702835807
10464	-0.007371432
10465	0.824911854
10466	0.478180821
10467	0.191287653
10468	-0.137712611
10469	-0.716826293
1046	-0.011841915
10471	-0.016857631
10472	-0.24837283
10473	1.011477056
10474	-0.070953606
10475	-0.285587041
10478	0.121217829
10479	-0.054240442
1047	2.173964624
10480	0.784922698
10481	-0.198639572
10482	-0.058292546
10483	0.48174448
10484	0.705400849
10485	-0.103249942
10486	1.425661558
10487	0.19894658
10488	0.599697622
10489	-0.169955938
1048	-0.308152394
10490	0.778228807
10491	0.398980348
10492	1.077809558
10493	-0.308401697
10494	0.007520685
10495	0.356741627
10497	-0.04080799
10498	-0.085310349
10499	-0.016010303
104	0.205884213
10500	-0.172992891
10501	-0.061486571
10505	-0.122468317
10507	0.135975889
1050	-0.099977671
10512	0.279118785
10513	0.183141638
10514	-0.742448358
10516	0.186835314
10518	-0.089525118
10519	0.66607567
1051	-0.081765347
10520	0.018693135
10521	1.057887417
10522	-0.352800456
10523	-0.137368936
10524	-0.397793002
10525	0.724936017
10526	-0.344901197
10528	-0.598766778
10529	1.076396753
1052	0.289159103
10531	0.048976635
10533	-0.013916765
10534	-0.111126354
10535	-0.03649701
10536	-0.112644079
10537	0.810026845
10538	0.233318081
10539	0.602469878
1053	0.030171339
10540	-0.463605238
10541	-0.388814303
10542	0.751086958
10544	0.199286888
10548	0.931102507
10549	0.59117302
1054	0.12423344
10550	0.578157623
10551	1.388203303
10552	1.260644917
10553	0.556609194
10554	-0.059685991
10555	0.374561996
10556	0.14036273
10557	-0.028842091
10558	0.689008208
10559	0.221057488
10560	1.216820162
10561	1.96037115
10562	-2.316992761
10563	4.884093457
10564	0.583071407
10565	1.154312662
10566	-0.168677052
10567	0.339748334
10568	-0.570095224
1056	-0.0200631
10570	-0.078009154
10572	-0.076108286
10573	-0.213352055
10574	-0.132837108
10575	0.114275067
10576	0.449362411
10577	0.499293304
10578	-0.019213516
10579	0.240988593
1057	-0.073686467
10580	0.456257387
10581	0.241203984
10584	-0.183174256
10585	-0.849547078
10586	-0.049672044
10587	-0.130257202
10588	-0.004600482
10589	0.049074061
1058	0.350234173
10590	-0.228955008
10591	-0.83824898
10592	0.246474931
10594	-0.591946872
10595	-0.370305884
10598	-0.051114741
10599	-0.049485165
1059	-0.149028642
105	-0.035704477
10600	0.511109168
10602	0.14917973
10603	-0.623822309
10606	0.42914621
10607	-0.387738528
10608	-0.270335954
10609	-0.107923842
1060	0.570855441
10610	0.516056014
10611	0.42923901
10612	-0.051344928
10613	0.228945806
10614	0.605874181
10615	0.138235126
10616	-0.40176682
10617	0.430486588
10618	0.805068276
10621	0.187579662
10622	-0.416126101
10623	-0.287639666
10625	0.444915577
10627	0.307675429
10628	-1.326462592
10629	-0.084944203
1062	0.177304453
10630	-0.735451991
10631	2.085642123
10632	0.218343904
10633	-1.020877006
10634	0.126924861
10635	0.298916804
10636	-0.116100565
10637	-0.02929011
10638	-0.05492272
1063	0.905499946
10640	2.36E-05
10641	0.220594624
10643	-0.03588554
10645	-0.547769492
10647	-0.510627521
10648	0.017820893
10650	-0.01207173
10651	0.854603811
10652	0.049888579
10653	1.152679216
10654	0.399544696
10656	0.60175297
10657	0.860661625
10658	0.083761559
10659	-0.488329393
10660	0.003375869
10661	-4.45E-05
10663	-0.124775151
10664	0.36747849
10665	-0.2319024
10666	-0.003495797
10667	0.141608714
10668	0.459990978
10669	-0.217803301
10670	0.685442794
10671	0.561819309
10672	-0.042261974
10675	0.778037073
10677	-0.048407267
10678	0.221462386
10681	-0.11338509
10682	-0.101202906
10683	-0.165909834
10686	-0.183430732
10687	-0.217524408
1068	-0.056650311
10690	-0.184970017
10691	-0.076056382
10692	-0.435100701
10693	0.142145922
10694	0.49331086
10695	-0.203003825
10699	-0.006662666
1069	0.803310822
1070	0.770033358
10712	0.003131675
10713	0.161570072
10714	-0.126447672
10716	-0.813363804
1071	-0.181269616
10721	0.051219292
10723	-0.259939577
10724	0.887375481
10725	-0.428576601
10726	-0.573902086
10728	1.278742374
10730	1.451735903
10732	0.543469468
10733	0.075750651
10734	0.013308514
10735	1.138123761
10736	0.389797889
10737	-0.223647862
10738	-0.416291003
10739	9.14E-05
10740	-0.006764645
10741	-0.166546812
10742	-0.888896931
10744	-5.26E-05
10745	0.127752254
10746	0.017245636
10747	-0.153324529
10748	-0.219873283
10749	-0.21319963
10750	-0.111658317
10752	-1.344858433
10753	0.028330853
10755	-0.233356001
10758	-0.282379695
1075	0.362014422
10761	-0.022505666
10762	1.158633766
10763	-0.531158475
10765	0.603971771
10766	-0.563181834
10767	0.139593705
10768	0.268447295
10769	1.693829567
10771	0.814593166
10772	0.099628125
10773	-0.000621225
10775	0.45016994
10776	0.344773518
10777	-0.047916496
10778	0.231594939
10781	-0.341974735
10782	-0.302681641
10785	-0.112077062
10786	-0.021680742
10787	0.608405286
10788	0.421217738
10791	-0.272817893
10793	0.164566714
10794	-0.002161523
10797	0.487567844
10798	-0.112324468
10799	-0.004538656
107	1.541821731
10801	-0.124879899
10802	-0.007452035
10803	-0.035423303
10807	0.017106194
10808	1.215083218
1080	-0.078664862
10810	-0.14023317
10813	-0.156944058
10814	-0.000789337
10817	-0.132648058
10818	-0.025691897
1081	0.03654587
10825	-0.167457558
10826	0.940876655
10827	0.571622735
10840	-0.277034127
10841	-0.153180211
10842	-0.020284677
10844	-0.251379968
10845	0.143552647
10846	-0.101371792
10847	-0.39926789
10848	-1.275440143
10849	-0.249800749
1084	-0.158539997
10850	-0.080332604
10855	-0.06317659
10856	-0.112966486
10857	0.275893482
10858	-0.118071013
10859	-0.458853433
10861	-0.12026976
10863	-0.101000679
10864	-0.074712805
10865	-1.323282533
10866	0.626081127
10867	-0.10949586
10868	-0.184300637
10869	-0.377509869
10871	-0.014886481
10873	0.088439066
10874	0.161359849
10875	0.26864532
10876	0.107184617
10879	-0.315775538
1087	-0.040849643
10880	-0.010383952
10881	-0.053143298
10882	-0.118413994
10884	2.250718022
10885	0.054172498
1088	-0.075107111
10891	0.031702368
10892	0.012945521
10893	-0.223329429
10894	-0.210068433
10896	-0.109130581
10897	0.435051293
10898	-0.127749293
10899	0.968297613
1089	-0.001485744
108	-0.781962432
10900	-0.028057908
10902	-0.365717661
10903	-0.577759654
10904	0.536406448
10905	0.006874473
10906	0.178624652
10907	0.863209256
10908	-0.261144556
10911	-0.128972471
10912	0.491077104
10913	0.020906656
10914	0.216987344
10915	0.087625463
10916	1.19171791
10917	-0.222363606
10919	-0.079181525
10920	0.460374425
10921	-0.288163987
10922	-0.317289748
10923	2.708308566
10924	0.897591601
10926	0.226837789
10927	-0.058717426
10928	0.190342811
10929	-0.094793952
10930	-0.166689327
10935	1.241930577
10936	-0.141883018
10938	-0.488647294
10939	-0.259802991
10942	-0.134411309
10943	-0.214130464
10944	0.978452879
10945	0.030126155
10946	-0.192795088
10947	0.255449515
10948	-0.049704032
10949	0.241017171
10950	0.007063507
10952	0.217774786
10953	-0.519327722
10954	0.744810446
10955	1.531454986
10956	0.084680086
10957	0.374363646
10959	0.509047881
10960	0.713448107
10961	0.347100345
10962	0.38613731
10963	-0.163828493
10964	2.120021957
10966	-0.2631736
10969	0.094445384
10970	0.920095537
10972	1.336091021
10973	0.478621131
10974	0.150605007
10975	0.266718306
10978	0.082455452
10979	-0.863251
10980	-0.095722281
10981	-0.388952223
10982	0.302531739
10983	0.14352336
10985	-0.356634011
10987	0.927879596
10988	0.727942364
10989	0.621849963
10990	-0.030899805
10991	-0.10012891
10992	-0.295144058
10993	0.013901636
10994	-0.369257373
10998	-0.299655432
109	-0.0470559
10	-0.105197625
11000	-0.029270738
11001	0.420190594
11004	0.19209906
11005	-0.343345879
11006	-0.012403596
11007	-0.370114396
11009	-0.041745537
11010	-0.672732816
11011	0.079991204
11012	0.029703424
11013	-0.086119046
11014	1.775662317
11015	1.53055244
11016	-0.083394325
11017	0.237778755
11018	0.311156584
11019	-0.0129561
1101	1.723705228
11020	0.00249372
11021	-0.378402866
11022	-0.003622249
11024	-0.008234136
11025	-0.326717496
11026	-0.039921877
11027	-0.07851598
1102	0.257417462
11030	-0.490437044
11031	1.292388404
11033	-0.066695539
11034	1.507380451
11037	-0.306876743
1103	-0.276516798
11040	-0.445420291
11041	0.313961098
11043	-0.026084439
11044	0.007524922
11045	-0.02047118
11046	0.146980377
11047	-0.34949612
11051	0.333573721
11052	0.298760026
11054	-0.169959082
11055	-0.041405726
11056	0.022787702
11057	0.959855105
11059	1.384684029
1105	-0.028498933
11060	-0.35000677
11061	-0.128594338
11062	0.335173743
11063	0.00483172
11064	0.00068762
11065	0.820373956
11066	0.055179609
11067	-1.386580119
11068	0.396413763
11069	1.078151219
11070	-0.093685196
11072	-0.441530389
11073	0.65816097
11074	-0.183501478
11075	0.499370526
11076	-0.006849307
11077	-0.089047247
11078	-0.494888266
11079	0.592620447
1107	-0.445219467
11080	-0.224383453
11081	0.002751678
11082	0.057086891
11083	-0.359111598
11085	-0.238616058
11086	-0.134717507
1108	-0.319444553
11092	-0.094413342
11093	-0.00911505
11094	-0.04175406
11095	-0.031950468
11096	-0.614060291
11097	0.055742976
11098	3.787554307
11099	-0.03943459
1109	-0.081714274
11100	-0.264839513
11102	0.143935128
11103	0.00411164
11104	0.922058285
11107	-0.108103632
11108	-0.312474353
11113	0.063516956
11116	0.722690553
11117	-0.006447561
11118	-0.086566858
11119	-0.497456807
1111	-0.000171589
11120	-0.145324471
11122	1.060843257
11123	-0.089703518
11124	-0.114802467
11126	-0.242109475
11127	0.344466965
11129	-0.575642945
1112	-0.407316368
11130	0.8036997
11131	-0.18035236
11132	-0.169605051
11133	0.007544953
11135	-0.238674742
11136	-0.148149788
11137	0.102247739
11138	0.556316724
1113	-0.135334705
11140	-0.105951667
11141	0.249010522
11142	0.598685318
11144	-0.183704009
11145	0.146447561
11146	0.010722975
11147	-0.489053779
11148	-0.014954053
1114	1.415343486
11151	-0.043171466
11152	-0.218339257
11153	-0.039958395
11154	-0.278900925
11155	-0.060114819
11156	0.04390695
11157	-0.015184828
11160	0.432983259
11161	0.407705113
11162	0.314989146
11163	-0.039504216
11165	0.350005542
11166	-0.356181271
11167	-0.364924415
11168	0.07877282
11169	0.025578975
1116	-0.811126117
11170	-0.661668348
11171	0.52335402
11172	-0.000105788
11174	-0.000232058
11176	-0.184223537
11177	0.225420947
11178	0.251064893
11179	-0.074186794
1117	-0.291714332
11180	-0.212698852
11181	-0.037891118
11182	0.00750363
11183	0.250658437
11184	-0.367965444
11186	-0.250733442
11187	-0.276064715
11188	-0.395856618
11189	-0.039322941
1118	-1.354363093
11190	-0.226267835
11193	-0.403714742
11194	-0.145881805
11196	0.843769105
11197	-0.628506271
11198	0.060391245
11199	-0.075444955
1119	-0.959091537
11201	0.483830819
11202	-0.552471514
1120	-0.454771055
11211	-0.040292742
11212	0.475827222
11213	-0.015756227
11214	-0.80695535
11215	0.714871395
11216	-0.034929161
11219	-0.145924653
1121	-0.179256228
11221	0.259382862
11222	0.743790605
11226	0.605641866
11228	-0.101841011
1122	-0.113476014
11230	0.00736575
11231	1.466690051
11232	0.238894725
11234	-0.311967376
11235	0.613464393
11236	0.953256717
11237	-0.109963143
11238	-0.183298786
112398	0.477138872
112399	-0.293492198
1123	0.23626669
11240	-0.666283866
11243	-0.069319168
11245	-0.001636279
112464	-0.67994947
11247	-0.1879301
11248	2.336166783
1124	0.160200371
11250	-0.036576099
11251	-0.103881659
11253	0.048332992
11254	-1.033563775
11255	-0.204703448
11258	-0.364384267
11259	-0.288511497
11260	0.382070439
112611	0.191507585
11261	0.318759219
11262	-0.138452195
11264	0.532904056
11266	0.994199528
11267	0.199202472
11272	-0.114588346
11273	-0.091630506
11275	-0.463190987
11277	0.096538253
11278	-0.067278412
11279	-0.061710461
11280	-0.04503381
11281	-0.045578849
11282	-0.07189659
11283	-0.204228705
11284	-0.09886039
11285	-0.157801224
112869	-0.839704915
112950	0.365272206
1129	-0.121503449
112	0.542631396
11309	-0.319375778
1130	0.575989747
11311	0.337165475
11313	-0.199953537
113146	-0.023708607
11314	-0.649128183
11315	0.887531838
11316	0.375886835
113177	-0.059406512
113178	-0.049937201
11317	-0.003104042
11318	-0.01702181
11319	-0.142316275
11320	1.218041008
11321	-0.227659752
11322	-0.136794104
113251	0.574996502
11325	0.279525157
11326	-0.017289925
11329	-0.06265057
1132	-0.138748461
11330	-0.158829586
11331	-0.190775812
11332	-0.036444185
11333	-0.110857049
11334	0.151965631
11335	0.689277272
11336	-0.499123144
11337	0.307366508
11338	-0.141911288
11339	0.112713989
1133	-0.226234533
11340	-0.268939855
113419	0.076376664
11341	-0.106104125
11342	0.541840215
11343	0.20343114
11344	-0.567762501
11345	0.677554619
1134	-0.017636055
1135	0.0431546
1136	0.007934466
113791	-0.246738676
1137	-0.119834987
113835	-0.127356501
113878	0.045260044
1138	-0.202132615
113	-0.113540457
114034	-0.457023857
114044	-0.275624784
114049	0.153062766
114088	0.780768504
1140	-0.000813554
114112	-0.309466307
1141	-0.075929947
1142	-0.03199111
114327	0.816078722
1143	-0.071863792
1144	-0.041471271
114548	-0.345402665
1145	-0.12050361
114625	0.171418719
1146	-0.289620588
114791	-0.035187719
1147	0.486567804
114819	-0.154861702
114876	0.044067479
114881	-0.190542633
114882	-0.072340789
114883	-0.869082738
114884	1.819467635
114885	0.108861006
114897	-0.314948825
114899	0.01170349
114908	0.552102976
114932	1.272742022
1149	-0.041613243
114	0.016455534
115123	0.485176361
115201	0.054315263
115207	0.799182981
115290	-0.571046741
1152	-0.077488674
115353	0.289237429
1153	0.511531115
1154	0.329885709
1155	-0.062083008
115703	-0.096447249
115708	-0.319940476
115817	-0.223961649
1158	-0.096249341
115939	0.1215901
115	0.708292871
116039	-0.738219677
1160	-0.160817162
116138	-0.440038356
1161	-0.117337778
116285	0.369021113
116372	0.034129155
116496	-0.061305344
1164	0.631982628
116832	0.886637337
116984	0.091859306
116985	-0.412694409
116986	-0.066590666
116987	0.090506835
116	-0.452441019
117153	-0.040865296
117178	0.012635445
117246	-0.440031191
1173	0.175156956
1174	-0.141572631
1175	0.375264746
1178	-0.537042643
1179	-0.049330489
117	-0.434653823
1180	-0.070670555
1181	-0.003111608
1182	0.477848017
1183	-0.012660142
1184	-0.03839166
1185	-0.09105565
1186	-0.057219447
1188	-0.198469305
118	0.027917275
1191	-0.858195291
1192	0.199657512
1193	-0.295344185
1195	0.400101321
1196	0.227526007
1198	-0.113208908
119	-0.174200199
1200	0.234662371
1201	0.251784072
1203	0.345445179
120526	-0.12328687
1207	0.410442322
1208	-0.161518892
1209	-0.018924898
120	0.2777991
1211	0.233203774
1212	-0.270732549
1213	1.041308512
1215	-0.441121769
122616	0.131926828
1230	0.056293715
1232	-0.116643306
1233	-0.28052094
1234	-0.246340041
1235	0.050037464
1236	-0.10610911
1237	-0.137521891
123803	-0.094678034
123872	-0.088625806
1238	-0.06651055
123	-0.064192826
124044	-1.040454821
1240	-0.273743513
124152	0.69512821
1241	-0.170757645
124222	0.390528281
1244	-0.057207766
124565	0.483876412
124583	0.681118919
124	-0.108802947
125893	0.136643935
1258	-0.00519056
1259	-0.332740245
125	-0.309616495
1261	-0.074576361
126208	-0.053416676
126231	-0.146505903
126299	0.340898718
126321	-0.50666878
126353	0.047564994
126393	-0.274260991
1263	-1.228339442
1264	-2.004084976
1265	-0.332935431
1266	0.301177393
1267	0.147001605
1268	0.297245046
126987	0.580911088
1269	-0.580840825
126	-0.008324664
1271	-0.001955994
1272	-0.054673515
127544	-0.153935372
127703	0.370942049
1277	1.991831783
1278	2.259877872
1280	-0.179633633
1281	2.181662676
1282	2.231511633
1284	1.049745064
1285	-0.876512709
1286	-0.031282412
1287	0.278936753
128872	-0.02851881
1288	-0.0311065
1289	0.768447195
128	0.066816943
129025	-0.10648656
129080	0.026260383
1290	0.982964925
1291	0.236132716
1292	-0.220963539
1293	1.524757952
1294	-2.080554695
1296	0.062829645
1297	-0.159933169
1298	-0.271248152
1299	-0.587252759
12	2.058063985
130074	-0.151423691
1300	1.420461428
1301	1.708317885
1302	-0.19953892
1305	0.901796105
1306	0.169754424
1307	-0.921622137
1308	-0.113189375
130916	-0.121352512
130	-0.208413806
1310	-0.121986203
1311	2.232116978
1312	0.083357147
131408	-0.576160747
1314	0.925860073
131544	-0.333617282
131566	-0.041173833
131578	1.397433435
1315	1.138999981
131601	-0.12593271
1316	-1.239678574
1317	0.870299812
1318	0.720784161
131	-0.109792975
1326	-0.457805724
1327	-0.71568915
1329	0.006612391
132	0.19459994
133619	0.249808341
1339	-0.006262026
133	0.320481274
1340	0.225594584
1345	3.56568677
1346	-0.967017847
1347	-0.450739205
1349	0.432681466
134	-0.271632319
1350	0.303623886
135138	-0.32018383
1351	0.440125025
1352	0.17543838
1353	0.286810046
1355	0.29023346
1356	0.386452596
1357	0.007344208
1358	-0.031127904
135948	-0.003038658
1359	1.58264003
135	-0.073575815
1360	0.937655344
1361	0.022791118
1362	0.725912324
1363	0.217306561
1364	-1.08764329
1365	-0.394632058
1366	0.615190699
1368	0.583655255
1369	-0.020364117
136	-0.022661222
1370	-0.189383821
1371	0.350906534
1373	-0.349242804
1374	-0.029798878
1375	0.004778856
1376	0.703238255
137886	0.62650291
1378	-0.078215727
138046	0.191346585
138050	-0.098616044
1380	-0.194687033
138162	0.965474269
1381	-0.342582899
1382	-0.756192968
1384	1.312778542
1385	0.360827026
1386	-0.000935616
1387	1.024367342
1388	0.060864656
1389	0.499179244
139081	-0.166610641
1390	0.317228216
1392	-0.178252749
139322	0.048275054
1393	-0.376820034
1394	-0.263834412
139538	-0.388186654
1395	-0.069503629
1396	1.13595387
139748	-0.048199722
1397	-0.041522256
1398	0.069234471
1399	0.375946503
13	-0.092993595
1400	-0.112370375
1401	-0.332969791
140459	-0.333337746
140460	0.06502426
140461	0.012860182
140462	-0.193806092
140465	-0.400354606
140467	-0.404054385
1404	-0.151638543
140545	-0.091515284
140578	-0.873071881
140597	-1.773134494
1406	-0.078366587
1407	-0.159424346
140801	-0.463910141
140803	-0.166934273
140883	-0.025278894
140885	-1.2250151
140890	0.742838973
1408	-0.377336808
1409	-0.006215046
140	-0.182760596
1410	-2.152039691
1411	-0.026199
1412	-0.043739028
1413	-0.108140989
1414	-0.054482432
1415	-0.002403496
1417	-0.114098808
1418	-0.013365138
1419	-0.15458727
141	-0.145579342
1420	-0.130169744
1421	-0.106917496
142684	-0.001108468
1428	-0.412777653
1429	-0.037932374
142	0.529361064
1432	0.258962395
1434	0.261696746
1435	-0.090454785
1436	-0.263181914
1437	-0.025323892
1440	-0.218211632
1441	-0.07203769
1442	-0.081305302
1443	0.127866249
1444	-0.10810384
1445	-0.114952175
1446	-0.183209809
1447	-0.189435225
1448	-0.099592219
1452	0.64484252
145389	0.624223899
1453	-0.078046577
1454	-0.424615147
1455	-0.204131546
1456	0.258489258
1457	0.531902396
1459	-0.711401206
146057	-0.243474512
1460	0.16456844
146227	-0.105143668
1462	1.757371659
1463	-0.118799987
1464	0.623680603
146542	-0.07040894
146562	-0.064828169
1465	-1.76946848
146691	0.045830727
1466	-0.666636059
146712	-0.45579997
1468	0.061597561
1469	0.091879405
146	-0.038130861
1470	0.037624637
147179	-0.0130595
1471	1.064973106
1472	0.30385157
147339	-0.049819483
1473	0.004242476
1474	0.179303404
1475	-0.999101736
147657	-0.001288268
1476	0.256919639
1477	0.399967601
1478	0.184743594
147912	-0.004669659
1479	0.350556762
147	-0.34499004
148022	-0.64975809
